DATE,TMAX,PRCP,TMIN
2020-11-10,16.2,0,9.305374783507354
2020-11-09,16.6,    0,9.217083092785948
2020-11-08,21.4,    5,9.172125805414407
2020-11-07,17.3,   99,9.262125805414406
2020-11-06,20.2,    0,10.4
2020-11-05,18.3,    0,6.3
2020-11-04,17.0,    0,9.067949643586525
2020-11-03,19.6,   61,9.122465913070865
2020-11-02,16.7,  216,9.18561366002474
2020-11-01,19.642857142857142,0,9.167523402292579
2020-10-31,20.1,    0,8.1
2020-10-30,17.8,    0,9.158504783543155
2020-10-29,21.2,0,9.741838116876488
2020-10-28,20.2,    0,10.2
2020-10-27,22.7,    0,10.2
2020-10-26,22.2,    0,10.0
2020-10-25,20.3,    0,9.0
2020-10-24,20.4,    0,10.500034290041963
2020-10-23,20.3,  381,10.74003771904616
2020-10-22,21.0,   20,17.4
2020-10-21,23.3,0,11.504007200908811
2020-10-20,24.4,    0,11.4
2020-10-19,16.4,0,12.334407920999693
2020-10-18,20.6,    0,9.8
2020-10-17,13.8,  269,13.487848713099662
2020-10-16,22.7,0,13.969663777641303
2020-10-15,23.3,    0,14.374660634387455
2020-10-14,26.1,    0,15.8
2020-10-13,25.9,    0,14.347215087177341
2020-10-12,28.6,    0,17.2
2020-10-11,26.9,    0,15.29828235102548
2020-10-10,25.5,  330,18.2
2020-10-09,19.9,  269,15.8
2020-10-08,25.5,  391,15.6
2020-10-07,25.0,    0,14.2
2020-10-06,24.3,    0,16.62879145318357
2020-10-05,24.1,    0,16.81892281701742
2020-10-04,26.1,    0,20.8
2020-10-03,25.8,    0,18.0
2020-10-02,28.6,    0,16.0
2020-10-01,26.9,   89,17.164771427020096
2020-09-30,26.0,    0,17.0
2020-09-29,26.8,    0,17.1
2020-09-28,26.2,    0,18.138369424403752
2020-09-27,25.4,    0,18.27031408514238
2020-09-26,26.3,   20,19.5
2020-09-25,23.2,  620,18.019272770729582
2020-09-24,29.1,    0,18.78927277072958
2020-09-23,30.8,    0,21.4
2020-09-22,27.9,    0,17.6
2020-09-21,28.6,    0,19.541722905100528
2020-09-20,27.3,    0,19.682058253170208
2020-09-19,28.9,    0,20.25748424542999
2020-09-18,30.5,    0,20.582484245429992
2020-09-17,30.9,   10,23.7
2020-09-16,30.9,    0,21.6
2020-09-15,30.5,    0,18.4
2020-09-14,27.9,    0,21.855312470760893
2020-09-13,30.7,   66,22.04811160123259
2020-09-12,32.7,    0,24.6
2020-09-11,31.3,   41,23.4
2020-09-10,28.4,   71,22.5
2020-09-09,29.1,0,22.7
2020-09-08,34.1,    0,23.19034240719935
2020-09-07,34.6,  231,25.3
2020-09-06,31.8,   51,24.053845400843194
2020-09-05,36.6,    0,25.4
2020-09-04,33.5,   25,24.731289800731137
2020-09-03,32.7,   30,24.852316146252146
2020-09-02,34.4,   10,25.27731614625215
2020-09-01,35.5,    0,25.7
2020-08-31,36.4,   71,25.7
2020-08-30,37.0,   41,25.66267442262143
2020-08-29,36.8,    0,27.1
2020-08-28,32.6,   89,27.0
2020-08-27,34.8,    0,26.01602555959381
2020-08-26,36.0,    0,27.6
2020-08-25,37.3,    0,26.4
2020-08-24,36.4,    0,25.4
2020-08-23,34.6,    0,24.4
2020-08-22,36.8,  130,26.23160255595938
2020-08-21,38.8,    0,26.186148010504837
2020-08-20,38.6,    0,27.1
2020-08-19,38.3,    0,24.6
2020-08-18,36.3,    0,25.95177505664642
2020-08-17,38.7,    0,26.7
2020-08-16,37.8,    0,26.206952562311063
2020-08-15,38.3,    0,26.38764781854217
2020-08-14,37.2,    0,26.6
2020-08-13,34.9,   41,25.9
2020-08-12,36.5,   89,26.214637543749962
2020-08-11,37.1,    0,26.30554663465906
2020-08-10,37.2,0,26.284565379938524
2020-08-09,36.0,    0,28.4
2020-08-08,34.2,0,25.96095364437613
2020-08-07,33.1,    0,25.92813101559413
2020-08-06,36.0,    0,25.7
2020-08-05,36.5,    0,25.7
2020-08-04,35.8,    0,25.6
2020-08-03,34.6,    0,25.7
2020-08-02,34.3,   20,25.2
2020-08-01,34.5,    0,23.5
2020-07-31,34.7,    0,24.7934664559631
2020-07-30,32.2,  419,23.8
2020-07-29,31.6,   71,24.5084969505421
2020-07-28,31.1,   15,25.3
2020-07-27,31.3,    0,22.9
2020-07-26,29.1,   94,24.227451218773197
2020-07-25,27.5,  630,23.4
2020-07-24,29.4,   51,23.844117885439868
2020-07-23,28.4,    5,23.7
2020-07-22,31.8,   30,23.761824186795923
2020-07-21,36.1,   79,23.444449440917413
2020-07-20,35.6,    0,25.4
2020-07-19,34.6,    0,24.0
2020-07-18,31.3,   10,22.8
2020-07-17,26.6,   25,21.3
2020-07-16,29.8,    0,22.873297602519393
2020-07-15,26.4,0,22.731630935852724
2020-07-14,26.5,  310,20.7
2020-07-13,29.466666666666672,  191,20.2
2020-07-12,28.1,0,22.327720776215646
2020-07-11,28.56666666666667,0,22.00272077621565
2020-07-10,27.8,  269,23.4
2020-07-09,28.3,  531,22.9
2020-07-08,29.6,  930,22.0
2020-07-07,29.0,  109,21.77304415524313
2020-07-06,28.373809523809523,  419,21.63668051887949
2020-07-05,31.6,0,22.7
2020-07-04,26.9,  739,20.1
2020-07-03,23.6,  221,21.678858297124734
2020-07-02,27.4,    0,21.487620330138594
2020-07-01,29.7,   30,21.40762033013859
2020-06-30,26.1,  521,21.4
2020-06-29,31.1,    0,19.2
2020-06-28,28.6,   89,20.657409895740194
2020-06-27,30.7,    0,20.45315088531421
2020-06-26,32.6,   20,20.27133270349603
2020-06-25,27.3,0,20.143375831347964
2020-06-24,32.0,    0,22.1
2020-06-23,32.8,    0,19.6
2020-06-22,28.6,0,19.552526931589835
2020-06-21,29.1,    0,16.9
2020-06-20,26.3,    0,20.15639875924982
2020-06-19,29.166666666666668,0,18.1
2020-06-18,23.3,0,20.359300138380693
2020-06-17,28.774358974358975,0,18.1
2020-06-16,30.7,    5,20.43068548576836
2020-06-15,32.3,    0,20.49990927624906
2020-06-14,29.9,  221,23.4
2020-06-13,25.1,  521,23.1
2020-06-12,29.352930402930404,0,20.926354081854374
2020-06-11,25.8,  201,22.8
2020-06-10,29.0,    5,22.1
2020-06-09,32.4,    0,21.0
2020-06-08,33.2,0,21.342626335810344
2020-06-07,29.3,0,21.42689804176647
2020-06-06,29.2,    0,20.672352587221017
2020-06-05,32.8,    0,20.3
2020-06-04,33.0,    0,19.7
2020-06-03,28.5,    0,19.6
2020-06-02,31.0,    0,18.285625178617988
2020-06-01,28.7,0,18.03886383121962
2020-05-31,28.853846153846156,   20,17.738521785347736
2020-05-30,30.2,    0,15.1
2020-05-29,28.8,    0,14.4
2020-05-28,28.6,    0,14.7
2020-05-22,25.2,    0,12.9
2020-05-21,23.2,   20,15.396301079518533
2020-05-20,26.965680473372778,0,15.10736866960859
2020-05-19,26.6,  391,14.876562866770444
2020-05-18,26.2,  109,16.3
2020-05-17,25.0,    0,14.761839328717961
2020-05-16,26.31897717666948,  450,14.836839328717959
2020-05-15,24.9,    0,14.9
2020-05-14,28.2,    0,11.6
2020-05-13,26.1,    0,14.62569183580136
2020-05-12,29.8,    0,15.5
2020-05-11,30.4,   41,14.829488226657935
2020-05-10,25.1,   10,16.7
2020-05-09,22.2,   20,15.3
2020-05-08,25.9,    0,11.0
2020-05-07,23.5,    0,14.512931671871607
2020-05-06,24.6,0,14.197547056486993
2020-05-05,28.2,    0,14.16461284269358
2020-05-04,26.3,   15,17.6
2020-05-03,25.0,    0,16.2
2020-05-02,30.1,    0,14.8
2020-05-01,26.6,    0,15.0
2020-04-30,26.7,    0,11.0
2020-04-29,23.9,    0,7.5
2020-04-28,20.1,    0,11.756461284269358
2020-04-27,20.6,    0,11.515646128426935
2020-04-26,21.8,    0,10.3
2020-04-25,21.3,    0,4.3
2020-04-24,15.2,   20,9.67721074126963
2020-04-23,16.2,    0,6.7
2020-04-22,14.5,    0,8.564931815396593
2020-04-21,20.0,    0,8.671424996936251
2020-04-20,17.6,  279,8.36292136820294
2020-04-19,17.6,    0,11.2
2020-04-18,18.5,  259,7.547648892180542
2020-04-17,21.3,    0,7.5
2020-04-16,21.1,    0,7.6846927072716325
2020-04-15,20.7,    0,5.2
2020-04-14,16.4,    5,7.416668796459137
2020-04-13,13.5,  231,7.291193176411426
2020-04-12,17.82142857142857,  150,7.184020357232273
2020-04-11,15.6,    0,5.3
2020-04-10,14.7,    0,6.457657503737447
2020-04-09,18.1,    0,7.8
2020-04-08,22.1,0,6.205504425982253
2020-04-07,19.8,    0,4.9
2020-04-06,16.7,    0,6.603837546336339
2020-04-05,13.4,    0,6.535101983328831
2020-04-04,22.1,    0,6.470210145938486
2020-04-03,18.8,    0,4.3
2020-04-02,14.2,    5,6.471465410158591
2020-04-01,16.0,  279,6.016919955613136
2020-03-31,17.6,    0,10.3
2020-03-30,14.0,    0,6.3
2020-03-29,11.7,0,6.329369749503904
2020-03-28,14.4,  119,6.253451387383101
2020-03-27,17.2,  150,6.2337460456962495
2020-03-26,23.1,    0,5.3
2020-03-25,17.6,    0,2.8
2020-03-24,13.1,    0,5.926380598548604
2020-03-23,17.1,    0,5.561912315094321
2020-03-22,21.0,    0,8.8
2020-03-21,20.8,    0,5.7
2020-03-20,17.1,    0,5.126836579944932
2020-03-19,23.1,    0,6.8
2020-03-18,18.4,    0,6.2
2020-03-17,14.1,    0,0.1
2020-03-16,8.6,   71,5.089886263185387
2020-03-15,12.0,    0,3.4
2020-03-14,11.2,   51,4.401520258466393
2020-03-13,15.384615384615387,0,4.7
2020-03-12,15.8,    0,4.5
2020-03-11,13.934615384615386,0,3.9101562801835317
2020-03-10,16.8,  201,3.970156280183531
2020-03-09,20.7,    0,5.1
2020-03-08,13.8,  109,4.508183281883346
2020-03-07,15.9,    0,1.7
2020-03-06,12.5,    0,4.535317803840946
2020-03-05,9.9,   41,4.520346695099214
2020-03-04,10.0,0,4.522196394653688
2020-03-03,14.4,    0,6.8
2020-03-02,18.1,    0,4.365503681289765
2020-03-01,15.3,    5,6.6
2020-02-29,8.9,   71,5.3
2020-02-28,9.6,    0,2.8
2020-02-27,8.8,   10,4.309822433731152
2020-02-26,12.8,   71,4.290683864515874
2020-02-25,11.2,    0,4.8
2020-02-24,15.1,    0,1.2
2020-02-23,11.3,    0,3.5900506298247032
2020-02-22,10.4,0,3.5536869934610666
2020-02-21,15.6,    0,3.5
2020-02-20,13.3,    0,3.0
2020-02-19,12.2,    0,3.2034421487801645
2020-02-18,7.8,    5,0.1
2020-02-17,10.7,   20,2.5047179772065933
2020-02-16,14.2,  191,2.6351897749272526
2020-02-15,13.9,    0,6.2
2020-02-14,14.5,    0,2.134334990091401
2020-02-13,21.3,   81,1.997768489100541
2020-02-12,14.7,    5,1.8
2020-02-11,10.4,    0,1.752445692369532
2020-02-10,7.8,0,-1.1
2020-02-09,5.4,    0,1.8577487718320806
2020-02-08,9.2,    0,1.7713664381548395
2020-02-07,7.8,    0,-0.5
2020-02-06,4.8,    0,1.172416173932124
2020-02-05,10.1,    0,1.069247134536072
2020-02-04,12.7,    0,1.7025804678694054
2020-02-03,12.7,    0,1.6970398873693913
2020-02-02,11.7,    0,1.8
2020-02-01,9.9,    0,2.7912650101861836
2020-01-31,7.8,    0,2.893254867389318
2020-01-30,12.2,    0,3.556891231025681
2020-01-29,14.9,   46,3.5841898831980044
2020-01-28,14.9,   20,7.5
2020-01-27,11.799999999999999,0,3.9602200732640482
2020-01-26,12.8,    0,6.1
2020-01-25,10.6,    0,5.6
2020-01-24,13.6,   20,4.2162130045730875
2020-01-23,11.7,  249,6.8
2020-01-22,10.3,    0,1.5
2020-01-21,9.4,    0,4.014702756486428
2020-01-20,12.7,    0,3.7
2020-01-19,10.4,    0,1.5
2020-01-18,10.1,    0,3.4692429800882927
2020-01-17,10.4,    0,3.9
2020-01-16,10.2,    5,1.9
2020-01-15,9.1,    5,3.243995066961338
2020-01-14,9.8,    0,1.5
2020-01-13,11.7,    0,3.2011031705874693
2020-01-12,9.3,    0,4.5
2020-01-11,12.6,    0,2.5
2020-01-10,11.1,    5,3.2586452943226187
2020-01-09,11.8,    0,3.033645294322619
2020-01-08,16.8,  236,7.2
2020-01-07,11.307692307692305,    5,3.7
2020-01-06,10.5,    0,1.3
2020-01-05,7.3,   30,3.2880322876272485
2020-01-04,11.8,    0,3.1533692084747202
2020-01-03,12.3,    0,2.9
2020-01-02,12.3,    0,1.2
2020-01-01,9.7,    5,3.248771642300281
