FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT02,WT13,TMIN,WT16,WT14,WT11,WT18,WT22,WT09,WT04,WT15,WT06,WT17,WT03,WT05,TSUN,WT10,WT21,WT19,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
,   45,   45,    0,    3,,2021-08-25,  170,   21,  170,,,33.9,,,,23.9,,,,,,,,,,,,,,,,,   97,,   70,,   49,  239,  222,
,   72,   72,    0,    0,,2021-08-24,  360,   35,  330,,,33.9,,,,24.4,,,,,,,,,,,,,,,,,   85,10159,   63,10129,   41,  233,  206,
,   81,  103,    0,    5,    1,2021-08-23,  330,   34,  350,,,33.9,,,,23.3,,,,,,,,,,,    1,,,,,,   85,10115,   62,10095,   42,  233,  206,
,   45,   63,    0,    0,,2021-08-22,  310,   22,  320,,,29.4,,,,23.3,,,,,,,,,,,    1,,,,,,   90,10122,   73,10102,   56,  222,  206,
,   54,   63,    0,   53,,2021-08-21,  220,   16,  120,,,31.1,,,,23.9,,,,,,,,,,,    1,,,,,,   82,10122,   70,10098,   57,  228,  211,
,   63,   81,    0,  579,,2021-08-20,   60,   29,   60,,    1,29.4,,,,21.7,,,,,,,,,,,,,,,,,   94,10132,   74,10112,   53,  222,  206,
,   67,  103,    0,    5,,2021-08-19,  270,   31,  270,,,33.3,,,,24.4,,,,,,,,,,,,,,,,,   85,10159,   68,10135,   49,  233,  217,
,  112,  143,    0,   91,    1,2021-08-18,  170,   56,  170,,    1,30.6,,,,26.1,,,,,,,,,,,,,,,,,   90,10183,   79,10163,   70,  256,  239,
,  130,  165,    0,  150,,2021-08-17,  270,   28,  250,,    1,31.1,,,,22.2,,,,,,,,,,,    1,,,,,,   90,10207,   78,10183,   59,  239,  228,
,   67,   98,    0,  190,,2021-08-16,  170,   23,  140,,    1,29.4,,,,22.8,,,,,,,,,,,    1,,,,,,   91,10210,   81,10190,   67,  228,  211,
,   76,   98,    0,   61,,2021-08-15,   30,   31,   30,,    1,28.9,,,,22.8,,,,,,,,,,,    1,,,,,,   90,10217,   63,10190,   48,  206,  178,
,  116,  143,    0,  605,,2021-08-14,  180,   25,  170,,    1,33.9,,,,23.3,,,,,,,,,,,    1,,,,,,   97,10193,   68,10163,   43,  233,  211,
,  116,  157,    0,   23,,2021-08-13,  340,   29,  340,,,35.6,,,,23.3,,,,,,,,,,,    1,,,,,,   88,10179,   66,10156,   41,  239,  217,
,   72,   98,    0,    0,,2021-08-12,  170,   38,  170,,,35.6,,,,23.3,,,,,,,,,,,,,,,,,   85,10169,   69,10146,   44,  250,  228,
,  107,  157,    0,   10,    1,2021-08-11,  300,   31,  300,,,35.6,,,,23.3,,,,,,,,,,,    1,,,,,,   88,10176,   74,10152,   46,  239,  222,
,  139,  201,    0,  165,,2021-08-10,  290,   41,  300,,,34.4,,,,22.8,,,,,,,,,,,    1,,,,,,   85,10190,   73,10163,   49,  239,  222,
,   98,  121,    0,    0,,2021-08-09,   60,   36,   60,,,33.3,,,,22.8,,,,,,,,,,,    1,,,,,,   88,10196,   73,10173,   52,  233,  217,
,   67,   89,    0,    0,,2021-08-08,  110,   30,  110,,,33.3,,,,20.0,,,,,,,,,,,,,,,,,   84,10179,   65,10152,   34,  211,  183,
,   54,   67,    0,   61,,2021-08-07,  220,   25,  210,,,25.0,,,,20.6,,,,,,,,,,,,,,,,,   87,10183,   80,10159,   73,  200,  189,
,   76,   94,    0,    0,,2021-08-06,  180,   40,  180,,,32.2,,,,21.1,,,,,,,,,,,,,,,,,   79,10210,   60,10186,   39,  211,  178,
,   54,   76,    0,    0,,2021-08-05,  230,   23,  240,,,31.1,,,,18.9,,,,,,,,,,,,,,,,,   79,10200,   58,10173,   37,  194,  156,
,   81,  107,    0,    0,,2021-08-04,   40,   36,   60,,,27.8,,,,20.6,,,,,,,,,,,,,,,,,   81,10193,   60,10166,   40,  183,  150,
,   63,   81,    0,    0,,2021-08-03,  130,   27,  120,,,27.8,,,,20.0,,,,,,,,,,,,,,,,,   81,10190,   62,10169,   44,  189,  156,
,   76,   98,    0,    0,,2021-08-02,  330,   35,  340,,,28.9,,,,18.9,,,,,,,,,,,,,,,,,   79,10169,   57,10135,   40,  178,  144,
,   72,   89,    0,   89,,2021-08-01,  200,   28,  180,,    1,27.2,,,,21.1,,,,,,,,,,,,,,,,,   90,10115,   79,10091,   62,  211,  194,
,   63,   81,    0,    0,,2021-07-31,   20,   35,   10,,,27.8,,,,20.6,,,,,,,,,,,,,,,,,   71,10156,   55,10132,   45,  178,  144,
,   89,  121,    0,    0,,2021-07-30,  350,   44,  350,,,32.8,,,,23.9,,,,,,,,,,,,,,,,,   88,10112,   51,10081,   31,  211,  167,
,   67,   89,    0,   48,,2021-07-29,  200,   32,  190,,,30.6,,,,22.8,,,,,,,,,,,    1,,,,,,   88,10129,   76,10112,   59,  233,  217,
,   72,   98,    0,  114,,2021-07-28,  220,   30,  230,,,34.4,,,,22.8,,,,,,,,,,,    1,,,,,,   85,10152,   57,10125,   36,  217,  183,
,   58,   76,    0,    0,,2021-07-27,  320,   18,  260,,,35.6,,,,22.8,,,,,,,,,,,,,,,,,   90,10146,   58,10122,   33,  222,  189,
,  157,  219,    0,   94,,2021-07-26,   50,   24,   50,,    1,36.1,,,,23.3,,,,,,,,,,,    1,,,,,,   85,10135,   67,10108,   34,  228,  206,
,   72,  103,    0,    0,,2021-07-25,  200,   47,  180,,,32.8,,,,22.8,,,,,,,,,,,,,,,,,   76,10132,   68,10112,   55,  228,  211,
,   81,  103,    0,    8,,2021-07-24,  180,   38,  150,,,30.6,,,,21.1,,,,,,,,,,,,,,,,,   71,10183,   60,10163,   46,  200,  167,
,   54,   76,    0,    0,,2021-07-23,  340,   22,  300,,,30.6,,,,20.0,,,,,,,,,,,,,,,,,   68,10210,   47,10186,   30,  178,  122,
,   81,  107,    0,    0,,2021-07-22,  330,   40,  340,,,28.9,,,,20.0,,,,,,,,,,,,,,,,,   68,10200,   47,10173,   32,  172,  122,
,  170,  228,    0,  114,    1,2021-07-21,  300,   33,  280,,,32.2,,,,23.3,,,,,,,,,,,    1,,,,,,   72,10132,   59,10102,   48,  217,  183,
,   58,   76,    0,    0,,2021-07-20,  220,   27,  220,,,34.4,,,,22.8,,,,,,,,,,,,,,,,,   76,10139,   56,10119,   37,  217,  183,
,   67,   85,    0,    0,,2021-07-19,  190,   29,  310,,,32.2,,,,22.2,,,,,,,,,,,,,,,,,   74,10169,   59,10149,   39,  211,  178,
,   98,  143,    0,    0,,2021-07-18,  300,   46,  300,,,28.9,,,,23.3,,,,,,,,,,,,,,,,,   77,10176,   58,10146,   48,  200,  167,
,   98,  130,    0,    0,,2021-07-17,  170,   42,  170,,,34.4,,,,25.0,,,,,,,,,,,    1,,,,,,   79,10163,   66,10135,   50,  239,  222,
,   72,  103,    0,    0,,2021-07-16,  170,   31,  160,,,34.4,,,,24.4,,,,,,,,,,,,,,,,,   77,10169,   60,10146,   44,  239,  211,
,   67,   85,    0,    0,,2021-07-15,  240,   28,  190,,,32.8,,,,22.2,,,,,,,,,,,,,,,,,   87,10190,   65,10169,   48,  233,  206,
,   72,  103,    0,    0,    1,2021-07-14,  180,   30,  200,,,33.3,,,,23.3,,,,,,,,,,,,,,,,,   88,10213,   68,10190,   43,  228,  206,
,   94,  125,    0,    0,,2021-07-13,  200,   50,  170,,,33.9,,,,25.6,,,,,,,,,,,,,,,,,   82,10210,   66,10186,   47,  244,  222,
,   76,  103,    0,    0,,2021-07-12,  180,   44,  150,,,33.3,,,,25.6,,,,,,,,,,,,,,,,,   85,10190,   70,10159,   57,  250,  233,
,   76,  107,    0,    0,,2021-07-11,  180,   47,  190,,,32.2,,,,23.9,,,,,,,,,,,,,,,,,   77,10166,   68,10142,   57,  233,  217,
,   67,  107,    0,    0,,2021-07-10,  340,   36,  260,,,28.9,,,,21.1,,,,,,,,,,,,,,,,,   94,10166,   58,10139,   44,  194,  167,
,  116,  148,    0,  292,,2021-07-09,  290,   35,  330,,    1,32.2,,,,21.7,,,,,,,,,,,    1,,,,,,   94,10119,   78,10091,   52,  222,  211,
,   98,  143,    0,   61,    1,2021-07-08,  180,   46,  170,,    1,30.0,,,,22.2,,,,,,,,,,,    1,,,,,,   84,10139,   74,10119,   61,  228,  211,
,   76,   98,    0,    0,    1,2021-07-07,  190,   38,  180,,,33.9,,,,25.0,,,,,,,,,,,,,,,,,   79,10149,   64,10129,   50,  244,  217,
,   81,  130,    0,    0,,2021-07-06,  220,   43,  220,,,33.9,,,,22.8,,,,,,,,,,,,,,,,,   82,10169,   66,10146,   47,  239,  217,
,   67,   94,    0,    0,    1,2021-07-05,  170,   34,  160,,,31.1,,,,21.7,,,,,,,,,,,,,,,,,   84,10169,   65,10146,   48,  217,  194,
,   63,   81,    0,    0,    1,2021-07-04,  170,   21,  280,,,29.4,,,,17.8,,,,,,,,,,,,,,,,,   81,10129,   60,10105,   41,  189,  161,
,  125,  157,    0,    0,,2021-07-03,  320,   47,  300,,,27.2,,,,17.2,,,,,,,,,,,,,,,,,   76,10102,   59,10075,   42,  172,  133,
,   94,  125,    0,   23,,2021-07-02,  330,   43,  330,,,28.3,,,,20.6,,,,,,,,,,,,,,,,,   91,10085,   64,10064,   34,  189,  161,
,  179,  259,    0,  323,    1,2021-07-01,  270,   24,  280,,    1,32.8,,,,21.1,,,,,,,,,,,    1,,,,,,   91,10115,   75,10095,   54,  228,  211,
,  107,  148,    0,    8,,2021-06-30,  310,   34,  320,,,35.0,,,,24.4,,,,,,,,,,,    1,,,,,,   82,10173,   62,10152,   44,  233,  211,
,   76,  107,    0,    0,,2021-06-29,  170,   45,  180,,,33.9,,,,24.4,,,,,,,,,,,,,,,,,   85,10230,   67,10207,   47,  244,  222,
,   67,   89,    0,    0,,2021-06-28,  180,   48,  180,,,32.8,,,,24.4,,,,,,,,,,,,,,,,,   85,10237,   69,10210,   52,  239,  222,
,   81,  125,    0,    0,,2021-06-27,  170,   51,  180,,,31.7,,,,23.3,,,,,,,,,,,,,,,,,   88,10220,   72,10196,   59,  233,  217,
,   76,  107,    0,   36,,2021-06-26,  170,   49,  200,,    1,29.4,,,,22.8,,,,,,,,,,,,,,,,,   91,10224,   75,10200,   59,  228,  211,
,   63,   81,    0,    0,,2021-06-25,  170,   30,  150,,,26.7,,,,16.7,,,,,,,,,,,,,,,,,   82,10251,   66,10234,   48,  183,  156,
,   63,   85,    0,    0,,2021-06-24,   90,   25,   90,,,26.1,,,,15.6,,,,,,,,,,,,,,,,,   73,10268,   52,10240,   39,  156,  111,
,   67,   85,    0,    0,,2021-06-23,  140,   25,  140,,,25.6,,,,13.9,,,,,,,,,,,,,,,,,   72,10230,   48,10196,   29,  139,   83,
,   81,  112,    0,   86,,2021-06-22,  330,   36,  330,,    1,24.4,,,,16.1,,,,,,,,,,,,,,,,,   90,10098,   75,10075,   55,  178,  161,
,  103,  148,    0,   13,,2021-06-21,  340,   39,  340,,,32.2,,,,23.9,,,,,,,,,,,    1,,,,,,   88,10061,   75,10041,   57,  233,  217,
,   76,  107,    0,    3,,2021-06-20,  190,   41,  200,,    1,31.7,,,,22.2,,,,,,,,,,,,,,,,,   90,10095,   72,10075,   55,  233,  217,
,   76,  116,    0,   41,,2021-06-19,  300,   30,  280,,,31.1,,,,22.8,,,,,,,,,,,    1,,,,,,   79,10105,   63,10085,   48,  211,  183,
,   76,  121,    0,    0,,2021-06-18,  190,   42,  170,,,29.4,,,,16.1,,,,,,,,,,,,,,,,,   75,10159,   52,10142,   37,  178,  133,
,   72,   98,    0,    0,,2021-06-17,  320,   33,  320,,,26.7,,,,15.0,,,,,,,,,,,,,,,,,   56,10169,   37,10142,   23,  133,   61,
,   81,  107,    0,    0,,2021-06-16,  340,   50,  320,,,27.2,,,,18.3,,,,,,,,,,,,,,,,,   61,10132,   41,10105,   29,  150,   83,
,   94,  116,    0,    0,,2021-06-15,  340,   49,  310,,,27.8,,,,18.9,,,,,,,,,,,,,,,,,   90,10098,   59,10075,   41,  183,  144,
,  143,  201,    0,  465,,2021-06-14,  340,   36,  310,,    1,31.7,,,,19.4,,,,,,,,,,,    1,,,,,,   93,10091,   67,10071,   46,  206,  183,
,   72,   85,    0,    0,,2021-06-13,  170,   38,  160,,,27.8,,,,19.4,,,,,,,,,,,,,,,,,   81,10122,   71,10102,   56,  200,  178,
,   72,   94,    0,    0,,2021-06-12,   10,   33,   40,,    1,26.1,,,,18.3,,,,,,,,,,,,,,,,,   90,10105,   69,10081,   52,  183,  161,
,   81,  103,    0,  457,,2021-06-11,   60,   51,   60,,    1,21.7,,,,19.4,,,,,,,,,,,,,,,,,   93,10112,   91,10091,   87,  194,  189,
,   76,  103,    0,  251,,2021-06-10,   90,   33,   90,,    1,31.7,,,,20.6,,,,,,,,,,,    1,,,,,,   90,10142,   76,10119,   55,  222,  206,
,   58,   81,    0,    0,,2021-06-09,  180,   30,  290,,,31.7,,,,24.4,,,,,,,,,,,,,,,,,   82,10166,   67,10146,   55,  228,  206,
,   67,   89,    0,    3,,2021-06-08,  170,   36,  180,,,31.1,,,,24.4,,,,,,,,,,,    1,,,,,,   82,10176,   71,10152,   63,  239,  217,
,   67,   94,    0,    0,,2021-06-07,  170,   43,  190,,,32.2,,,,24.4,,,,,,,,,,,,,,,,,   79,10183,   70,10163,   58,  239,  222,
,   63,   94,    0,    0,,2021-06-06,  170,   35,  240,,,33.3,,,,21.7,,,,,,,,,,,,,,,,,   82,10176,   65,10152,   38,  228,  200,
,   81,  121,    0,    0,,2021-06-05,  200,   34,  210,,,32.8,,,,20.0,,,,,,,,,,,,,,,,,   87,10163,   60,10135,   37,  211,  178,
,   72,  107,    0,   13,,2021-06-04,  310,   34,  340,,,30.0,,,,21.1,,,,,,,,,,,    1,,,,,,   93,10139,   75,10115,   37,  206,  189,
,   94,  116,    0,   25,,2021-06-03,  180,   48,  180,,    1,28.3,,,,19.4,,,,,,,,,,,    1,,,,,,   93,10159,   81,10142,   60,  206,  189,
,   81,  112,    0,    0,,2021-06-02,  140,   41,  150,,,27.2,,,,17.8,,,,,,,,,,,,,,,,,   76,10217,   64,10196,   47,  178,  150,
,   63,   76,    0,    0,,2021-06-01,  160,   38,  170,,,25.6,,,,13.9,,,,,,,,,,,,,,,,,   84,10244,   68,10224,   54,  167,  139,
,   81,  107,    0,    0,,2021-05-31,  320,   25,  350,,,24.4,,,,10.0,,,,,,,,,,,,,,,,,   83,10251,   58,10227,   36,  128,   89,
,   89,  116,    0,   38,,2021-05-30,   20,   53,   20,,,14.4,,,,10.0,,,,,,,,,,,,,,,,,   86,10217,   76,10186,   67,  100,   78,
,   98,  125,    0,  135,,2021-05-29,   50,   62,   20,,    1,15.0,,,,10.6,,,,,,,,,,,,,,,,,   90,10142,   86,10108,   80,  106,  100,
,   81,  103,    0,  295,,2021-05-28,   30,   51,   50,,    1,25.0,,,,15.0,,,,,,,,,,,    1,,,,,,   93,10112,   69,10102,   51,  172,  144,
,   76,  103,    0,    0,,2021-05-27,  340,   33,  320,,,30.0,,,,20.6,,,,,,,,,,,,,,,,,   76,10159,   53,10132,   32,  189,  150,
,  179,  237,    0,  229,,2021-05-26,  270,   38,  270,,    1,32.8,,,,21.1,,,,,,,,,,,    1,,,,,,   88,10166,   74,10146,   48,  211,  194,
,   63,   76,    0,    0,,2021-05-25,  160,   34,  160,,,26.1,,,,14.4,,,,,,,,,,,,,,,,,   84,10237,   72,10217,   58,  167,  144,
,   81,  103,    0,   86,,2021-05-24,  100,   43,   90,,,26.7,,,,15.0,,,,,,,,,,,,,,,,,   84,10234,   72,10213,   58,  161,  139,
,   94,  143,    0,    0,,2021-05-23,  320,   47,  320,,,34.4,,,,23.3,,,,,,,,,,,,,,,,,   56,10169,   41,10149,   33,  200,  144,
,   81,  116,    0,    0,,2021-05-22,  340,   36,  330,,,32.8,,,,16.7,,,,,,,,,,,,,,,,,   65,10244,   46,10230,   31,  178,  128,
,   58,   72,    0,    0,,2021-05-21,  180,   25,  180,,,28.3,,,,15.0,,,,,,,,,,,,,,,,,   72,10322,   47,10301,   29,  150,   94,
,   81,  112,    0,    0,,2021-05-20,  130,   29,  150,,,33.9,,,,16.7,,,,,,,,,,,,,,,,,   81,10298,   50,10268,   24,  167,  117,
,   63,   72,    0,    0,    1,2021-05-19,  170,   32,  170,,,29.4,,,,14.4,,,,,,,,,,,,,,,,,   78,10274,   53,10251,   29,  161,  117,
,   58,   72,    0,    0,    1,2021-05-18,  200,   29,  200,,,26.1,,,,12.8,,,,,,,,,,,,,,,,,   81,10274,   54,10251,   33,  144,   94,
,   45,   63,    0,    0,,2021-05-17,  160,   20,  160,,,23.9,,,,12.2,,,,,,,,,,,,,,,,,   87,10261,   58,10234,   38,  133,   94,
,   98,  125,    0,    0,    1,2021-05-16,  280,   29,  280,,,22.8,,,,12.2,,,,,,,,,,,,,,,,,   75,10251,   59,10224,   40,  122,   83,
,   63,   89,    0,    0,,2021-05-15,  170,   17,   30,,,26.1,,,,10.6,,,,,,,,,,,,,,,,,   72,10237,   44,10213,   19,  117,   44,
,   54,   72,    0,    0,,2021-05-14,  170,   20,  330,,,23.3,,,,11.1,,,,,,,,,,,,,,,,,   64,10240,   43,10217,   23,  106,   39,
,   72,   98,    0,    0,    1,2021-05-13,   10,   31,   20,,,22.2,,,,9.4,,,,,,,,,,,,,,,,,   71,10244,   39,10217,   21,   94,   17,
,   89,  125,    0,    0,    1,2021-05-12,  340,   41,  320,,,20.6,,,,10.0,,,,,,,,,,,,,,,,,   62,10240,   42,10213,   31,   83,   11,
,   94,  125,    0,    0,    1,2021-05-11,  330,   40,  250,,,21.1,,,,11.1,,,,,,,,,,,,,,,,,   55,10196,   40,10169,   32,   94,   22,
,  107,  143,    0,    0,,2021-05-10,  320,   58,  320,,,21.7,,,,11.1,,,,,,,,,,,,,,,,,   68,10142,   51,10115,   35,  106,   56,
,   89,  116,    0,    0,,2021-05-09,  170,   40,  160,,,20.6,,,,8.3,,,,,,,,,,,,,,,,,   73,10146,   58,10135,   40,  106,   67,
,  139,  183,    0,   10,,2021-05-08,  340,   43,  320,,    1,16.7,,,,6.7,,,,,,,,,,,,,,,,,   86,10149,   59,10112,   36,   78,   33,
,   94,  139,    0,   13,,2021-05-07,  260,   26,  260,,,18.3,,,,8.9,,,,,,,,,,,    1,,,,,,   80,10122,   68,10102,   47,  100,   67,
,  107,  143,    0,    0,,2021-05-06,  320,   39,  340,,,18.9,,,,9.4,,,,,,,,,,,,,,,,,   69,10163,   47,10139,   35,   89,   28,
,  130,  188,    0,   15,,2021-05-05,  320,   47,  310,,    1,27.2,,,,13.3,,,,,,,,,,,,,,,,,   93,10081,   72,10047,   49,  161,  139,
,  139,  206,    0,  122,,2021-05-04,  250,   36,  270,,    1,28.9,,,,18.9,,,,,,,,,,,    1,,,,,,   91,10068,   78,10044,   53,  194,  178,
,   81,  116,    0,   15,    1,2021-05-03,  210,   43,  220,,,24.4,,,,18.3,,,,,,,,,,,,,,,,,   87,10085,   73,10064,   59,  178,  161,
,   94,  130,    0,    0,,2021-05-02,  200,   49,  190,,,28.9,,,,12.2,,,,,,,,,,,,,,,,,   63,10105,   46,10085,   28,  139,   83,
,  134,  192,    0,    0,,2021-05-01,  310,   58,  320,,,20.6,,,,8.3,,,,,,,,,,,,,,,,,   48,10156,   31,10129,   19,   67,  -28,
,  183,  277,    0,    0,    1,2021-04-30,  310,   93,  300,,,22.8,,,,10.6,,,,,,,,,,,,,,,,,   68,10075,   39,10041,   20,  106,   33,
,  130,  179,    0,    3,    1,2021-04-29,  320,   45,  320,,,30.0,,,,19.4,,,,,,,,,,,,,,,,,   84,10058,   63,10041,   43,  194,  167,
,   76,  107,    0,    0,,2021-04-28,  170,   41,  210,,,31.1,,,,16.7,,,,,,,,,,,,,,,,,   78,10119,   59,10098,   39,  178,  144,
,   81,  121,    0,    0,,2021-04-27,  200,   36,  190,,,28.9,,,,10.0,,,,,,,,,,,,,,,,,   74,10156,   54,10139,   30,  139,   94,
,   98,  130,    0,    0,,2021-04-26,  330,   48,  330,,,20.6,,,,7.8,,,,,,,,,,,,,,,,,   58,10193,   38,10163,   22,   72,  -11,
,  112,  161,    0,   66,,2021-04-25,  320,   51,  300,,    1,20.0,,,,10.6,,,,,,,,,,,,,,,,,   92,10095,   65,10064,   41,  106,   72,
,  112,  139,    0,  152,,2021-04-24,  210,   29,  220,,    1,18.3,,,,5.6,,,,,,,,,,,,,,,,,   89,10159,   60,10146,   33,   83,   39,
,   81,  130,    0,    0,,2021-04-23,  260,   35,  240,,,18.3,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,
,  116,  179,    0,    0,,2021-04-22,  280,   50,  270,,,12.2,,,,2.2,,,,,,,,,,,,,,,,,   54,10169,   38,10146,   27,   22,  -61,
,  148,  233,    0,    0,,2021-04-21,  320,   80,  320,,,20.6,,,,4.4,,,,,,,,,,,,,,,,,   65,10088,   46,10064,   32,   78,   11,
,  103,  139,    0,    0,,2021-04-20,  170,   51,  180,,,24.4,,,,8.3,,,,,,,,,,,,,,,,,   90,10132,   56,10112,   26,  117,   67,
,   58,   72,    0,    3,,2021-04-19,  190,   28,  180,,,16.7,,,,10.0,,,,,,,,,,,,,,,,,   83,10119,   72,10095,   52,  106,   78,
,   63,   98,    0,    0,,2021-04-18,   30,   30,   20,,,20.0,,,,8.3,,,,,,,,,,,,,,,,,   93,10125,   54,10098,   33,   94,   39,
,   72,   94,    0,    0,,2021-04-17,  330,   31,  320,,,16.7,,,,5.6,,,,,,,,,,,,,,,,,   76,10108,   55,10081,   46,   78,   33,
,  130,  170,    0,    0,,2021-04-16,  290,   52,  310,,,16.7,,,,6.1,,,,,,,,,,,,,,,,,   60,10091,   47,10068,   35,   61,    0,
,  116,  179,    0,    0,,2021-04-15,  310,   49,  290,,,18.9,,,,8.9,,,,,,,,,,,,,,,,,   87,10081,   56,10061,   35,  100,   50,
,   54,   72,    0,   76,,2021-04-14,  180,   30,  170,,    1,17.2,,,,10.6,,,,,,,,,,,,,,,,,   90,10166,   84,10142,   65,  122,  111,
,   67,   85,    0,    0,,2021-04-13,  350,   26,  360,,,20.0,,,,10.0,,,,,,,,,,,,,,,,,   83,10176,   70,10152,   51,  117,   89,
,   67,   85,    0,   20,,2021-04-12,   70,   41,   60,,    1,17.8,,,,10.0,,,,,,,,,,,,,,,,,   90,10075,   79,10037,   67,  117,  100,
,  107,  139,    0,   28,,2021-04-11,  230,   39,  230,,    1,26.1,,,,16.1,,,,,,,,,,,    1,,,,,,   90, 9993,   65, 9970,   39,  161,  133,
,   63,   81,    0,    8,,2021-04-10,   90,   27,  110,,    1,23.3,,,,12.8,,,,,,,,,,,,,,,,,   93,10125,   79,10115,   57,  144,  128,
,   63,   85,    0,  155,,2021-04-09,   60,   32,  120,,    1,16.7,,,,11.7,,,,,,,,,,,    1,,,,,,   93,10186,   85,10163,   67,  128,  117,
,   81,  107,    0,    0,,2021-04-08,  160,   40,  160,,,22.2,,,,11.7,,,,,,,,,,,,,,,,,   70,10176,   53,10149,   35,  117,   67,
,   58,   76,    0,    0,,2021-04-07,   50,   21,  110,,,28.3,,,,11.7,,,,,,,,,,,,,,,,,   72,10146,   50,10119,   33,  128,   78,
,   67,   98,    0,    0,,2021-04-06,  330,   19,  310,,,25.6,,,,12.2,,,,,,,,,,,,,,,,,   83,10152,   42,10129,   27,  111,   44,
,   76,  112,    0,    0,,2021-04-05,  350,   25,  310,,,22.8,,,,7.8,,,,,,,,,,,,,,,,,   68,10179,   40,10156,   22,   94,   17,
,   98,  139,    0,    0,,2021-04-04,  330,   43,  300,,,22.2,,,,6.7,,,,,,,,,,,,,,,,,   54,10193,   33,10173,   18,   78,  -17,
,   67,   98,    0,    0,,2021-04-03,  330,   33,  330,,,13.9,,,,0.6,,,,,,,,,,,,,,,,,   47,10284,   34,10264,   18,   17,  -83,
,  125,  174,    0,    0,,2021-04-02,  330,   78,  330,,,8.3,,,,-0.5,,,,,,,,,,,,,,,,,   54,10261,   37,10230,   25,  -11, -100,
,  143,  197,    0,   48,,2021-04-01,  330,   79,  330,,    1,11.7,,,,1.1,,,,,,,,,,,,,,,,,   90,10173,   61,10135,   41,   33,  -11,
,  130,  188,    0,  234,,2021-03-31,  330,   41,  330,,    1,18.9,,,,10.6,,,,,,,,,,,,,,,,,   96,10159,   86,10146,   76,  144,  133,
,   89,  116,    0,    0,,2021-03-30,  180,   41,  180,,,20.6,,,,7.2,,,,,,,,,,,,,,,,,   77,10257,   55,10237,   33,   94,   44,
,  134,  233,    0,    0,    1,2021-03-29,  290,   56,  310,,,16.1,,,,6.7,,,,,,,,,,,,,,,,,   50,10213,   39,10176,   24,   50,  -33,
,  143,  233,    0,  135,,2021-03-28,  310,   63,  320,,    1,23.3,,,,10.0,,,,,,,,,,,,,,,,,   93,10078,   72,10064,   36,  128,  100,
,   81,  116,    0,    0,,2021-03-27,  180,   40,  170,,,21.7,,,,10.6,,,,,,,,,,,,,,,,,   77,10200,   58,10176,   41,  117,   78,
,  143,  246,    0,    0,,2021-03-26,  230,   73,  230,,,28.9,,,,14.4,,,,,,,,,,,,,,,,,   87,10115,   53,10085,   22,  156,  106,
,   54,   54,    0,    0,,2021-03-25,  170,   21,  170,,    1,18.9,,    1,,12.8,,,,,,,,,,,,,,,,,  100,10169,   90,10146,   78,  144,  139,
,   54,   63,    0,  429,,2021-03-24,  100,   23,   90,,    1,15.6,,,,12.2,,,,,,,,,,,,,,,,,   97,10169,   93,10149,   87,  133,  128,
,   67,   94,    0,    0,,2021-03-23,  110,   36,  100,,,20.6,,,,7.2,,,,,,,,,,,,,,,,,   81,10234,   62,10207,   47,  100,   67,
,   54,   67,    0,    0,,2021-03-22,  110,   24,   70,,,18.9,,,,2.8,,,,,,,,,,,,,,,,,   70,10274,   52,10257,   31,   67,   11,
,   58,   72,    0,    0,,2021-03-21,   90,   20,  100,,,17.8,,,,2.2,,,,,,,,,,,,,,,,,   79,10332,   46,10312,   18,   50,  -22,
,   67,   89,    0,    0,,2021-03-20,   20,   24,   30,,,15.0,,,,0.0,,,,,,,,,,,,,,,,,   58,10345,   36,10318,   20,   22,  -78,
,  130,  165,    0,    0,,2021-03-19,   10,   78,   20,,,10.6,,,,4.4,,,,,,,,,,,,,,,,,   80,10224,   42,10173,   22,   28,  -56,
,  107,  143,    0,   94,,2021-03-18,   20,   37,   10,,    1,12.2,,,,8.3,,,,,,,,,,,,,,,,,   97,10105,   93,10091,   83,   94,   89,
,   40,   54,    0,    0,    1,2021-03-17,  140,   22,  130,,    1,10.0,,,,5.6,,,,,,,,,,,,,,,,,   92,10203,   80,10179,   71,   67,   50,
,   67,   89,    0,    0,,2021-03-16,  160,   39,  170,,    1,7.8,,,,4.4,,,,,,,,,,,,,,,,,   89,10224,   68,10207,   41,   33,    0,
,  103,  148,    0,    0,,2021-03-15,  330,   43,  320,,,8.9,,,,0.0,,,,,,,,,,,,,,,,,   38,10281,   27,10254,   16,   -6, -133,
,  157,  246,    0,    0,,2021-03-14,  320,   73,  330,,,18.9,,,,6.7,,,,,,,,,,,,,,,,,   31,10200,   24,10173,   14,   44,  -78,
,  107,  148,    0,    0,,2021-03-13,  330,   46,  310,,,15.6,,,,7.8,,,,,,,,,,,,,,,,,   33,10251,   24,10224,   15,   39,  -89,
,   89,  139,    0,    0,,2021-03-12,  310,   32,  300,,,21.7,,,,11.7,,,,,,,,,,,,,,,,,   66,10213,   48,10190,   22,  111,   56,
,  103,  143,    0,    0,,2021-03-11,  190,   49,  190,,,26.1,,,,11.1,,,,,,,,,,,,,,,,,   59,10234,   39,10217,   18,  106,   28,
