FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT13,TMIN,WT16,WT14,WT18,WT22,WT04,WT06,WT09,WT15,WT17,WT02,WT19,WT03,WT05,WT11,TSUN,WT21,WV20,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
,   81,  103,    0,    0,,2014-09-08,   90,   54,   90,,,25.0,,,18.3,,,,,,,,,,,,,,,,,,   73,10251,   61,10237,   42,  161,  128,
,   72,   98,    0,    0,,2014-09-07,  360,   36,   80,,,26.7,,,18.9,,,,,,,,,,,,,,,,,,   76,10186,   56,10163,   37,  167,  128,
,  125,  165,    0,   53,    1,2014-09-06,  240,   47,  250,,,32.8,,,20.0,,,,,,,,,,,,    1,,,,,,   85,10125,   71,10115,   54,  228,  211,
,   81,   94,    0,    0,,2014-09-05,  170,   39,  200,,,29.4,,,22.8,,,,,,,,,,,,,,,,,,   87,10193,   75,10186,   63,  228,  211,
,   76,  103,    0,    0,,2014-09-04,  180,   36,  180,,,30.0,,,21.7,,,,,,,,,,,,,,,,,,   71,10210,   55,10196,   35,  194,  156,
,   94,  116,    0,    0,,2014-09-03,  310,   38,  260,,,30.0,,,22.8,,,,,,,,,,,,,,,,,,   69,10156,   51,10135,   34,  189,  150,
,  107,  170,    0,    0,,2014-09-02,  250,   43,  230,,,33.9,,,26.1,,,,,,,,,,,,,,,,,,   82,10108,   59,10102,   42,  233,  206,
,   54,   72,    0,    0,,2014-09-01,  230,   27,  220,,,31.1,,,24.4,,,,,,,,,,,,,,,,,,   85,10149,   72,10135,   53,  233,  217,
,  125,  174,    0,  201,,2014-08-31,  270,   43,  260,,,33.3,,,22.8,,,,,,,,,,,,,,,,,,   89,10173,   74,10166,   55,  222,  206,
,   76,  103,    0,    0,,2014-08-30,  170,   36,  180,,,25.0,,,19.4,,,,,,,,,,,,,,,,,,   74,10230,   64,10224,   50,  183,  156,
,   67,   89,    0,    0,,2014-08-29,  140,   37,  170,,,26.1,,,17.8,,,,,,,,,,,,,,,,,,   63,10217,   52,10196,   39,  156,  106,
,  107,  139,    0,    0,,2014-08-28,  320,   52,  320,,,26.7,,,20.0,,,,,,,,,,,,,,,,,,   79,10129,   51,10108,   36,  172,  128,
,   76,  125,    0,    0,,2014-08-27,  160,   31,  230,,,31.7,,,22.2,,,,,,,,,,,,,,,,,,   71,10142,   57,10135,   39,  206,  172,
,   67,   89,    0,    0,,2014-08-26,  170,   31,  190,,,30.0,,,21.7,,,,,,,,,,,,,,,,,,   84,10196,   65,10190,   46,  206,  178,
,   54,   94,    0,    0,,2014-08-25,   80,   23,   70,,,30.0,,,20.0,,,,,,,,,,,,,,,,,,   76,10203,   52,10196,   35,  189,  144,
,   67,  103,    0,    0,,2014-08-24,   60,   31,   50,,,26.7,,,18.3,,,,,,,,,,,,,,,,,,   79,10203,   63,10190,   44,  178,  144,
,   76,   98,    0,    0,,2014-08-23,   60,   37,   60,,,23.9,,,19.4,,,,,,,,,,,,,,,,,,   81,10186,   69,10173,   55,  178,  150,
,   72,  103,    0,   18,,2014-08-22,  120,   38,   60,,    1,24.4,,,19.4,,,,,,,,,,,,,,,,,,   90,10169,   73,10152,   60,  183,  161,
,   72,   94,    0,  315,,2014-08-21,  210,   33,  200,,,27.2,,,17.8,,,,,,,,,,,,,,,,,,   91,10169,   63,10159,   43,  189,  161,
,   63,   89,    0,    0,,2014-08-20,  170,   32,  190,,,28.9,,,21.7,,,,,,,,,,,,,,,,,,   81,10152,   60,10135,   39,  189,  156,
,   63,   89,    0,    0,,2014-08-19,   60,   38,   60,,,26.7,,,18.3,,,,,,,,,,,,,,,,,,   79,10125,   66,10108,   52,  183,  156,
,   76,   94,    0,    0,,2014-08-18,  310,   39,  310,,,27.2,,,17.8,,,,,,,,,,,,,,,,,,   70,10112,   53,10102,   38,  167,  122,
,   72,   94,    0,    3,,2014-08-17,  330,   45,  320,,,28.3,,,20.6,,,,,,,,,,,,,,,,,,   68,10108,   54,10098,   42,  178,  133,
,   89,  107,    0,    0,,2014-08-16,  200,   36,  200,,,26.1,,,18.9,,,,,,,,,,,,,,,,,,   62,10146,   50,10135,   35,  161,  111,
,   81,  103,    0,    0,,2014-08-15,  300,   44,  300,,,22.8,,,17.2,,,,,,,,,,,,,,,,,,   58,10135,   49,10119,   42,  144,   94,
,   98,  125,    0,    0,,2014-08-14,  270,   57,  270,,,26.1,,,17.8,,,,,,,,,,,,,,,,,,   66,10105,   49,10088,   32,  156,  106,
,  157,  179,    0,  198,,2014-08-13,  110,   67,  110,,    1,30.0,,,20.0,,,,,,,,,,,,,,,,,,   93,10061,   76,10051,   51,  200,  183,
,  103,  139,    0,   36,,2014-08-12,  160,   62,  150,,    1,26.7,,,21.7,,,,,,,,,,,,,,,,,,   87,10152,   73,10149,   60,  206,  189,
,   76,   98,    0,    0,,2014-08-11,  170,   36,  160,,,30.6,,,23.3,,,,,,,,,,,,,,,,,,   74,10196,   52,10186,   30,  189,  150,
,   54,   89,    0,    0,,2014-08-10,  170,   30,   60,,,30.6,,,21.7,,,,,,,,,,,,,,,,,,   76,10196,   48,10183,   31,  183,  139,
,   58,   72,    0,    0,    1,2014-08-09,  310,   17,  310,,,30.6,,,21.1,,,,,,,,,,,,,,,,,,   73,10186,   47,10173,   27,  178,  128,
,   58,   89,    0,    0,,2014-08-08,  330,   33,  320,,,27.8,,,18.9,,,,,,,,,,,,,,,,,,   66,10176,   48,10163,   35,  167,  117,
,   98,  125,    0,    0,,2014-08-07,  320,   43,  320,,,28.3,,,19.4,,,,,,,,,,,,,,,,,,   63,10135,   47,10119,   33,  167,  117,
,   94,  125,    0,    0,,2014-08-06,  360,   35,  360,,,28.9,,,21.7,,,,,,,,,,,,,,,,,,   73,10115,   57,10102,   41,  189,  156,
,   76,   94,    0,    0,,2014-08-05,  340,   26,  340,,,31.7,,,22.8,,,,,,,,,,,,,,,,,,   74,10149,   57,10142,   36,  206,  172,
,   76,   94,    0,    0,,2014-08-04,  170,   26,  180,,,28.9,,,21.7,,,,,,,,,,,,,,,,,,   82,10169,   69,10159,   53,  206,  189,
,   58,   98,    0,   18,,2014-08-03,   70,   27,   60,,    1,24.4,,,18.9,,,,,,,,,,,,,,,,,,   91,10186,   77,10176,   60,  189,  172,
,   94,  112,    0,  102,,2014-08-02,   60,   44,   60,,    1,23.3,,,18.3,,,,,,,,,,,,,,,,,,   90,10207,   78,10196,   68,  183,  167,
,   81,  107,    0,    0,,2014-08-01,  180,   36,  170,,,30.0,,,22.2,,,,,,,,,,,,,,,,,,   82,10220,   68,10207,   49,  206,  183,
,   94,  112,    0,    0,,2014-07-31,  170,   44,  190,,,27.8,,,21.1,,,,,,,,,,,,,,,,,,   74,10190,   57,10173,   44,  189,  150,
,   72,   89,    0,    0,,2014-07-30,  180,   34,  180,,,28.3,,,18.3,,,,,,,,,,,,,,,,,,   68,10159,   49,10146,   27,  161,  111,
,  112,  143,    0,    0,,2014-07-29,  310,   47,  300,,,24.4,,,18.3,,,,,,,,,,,,,,,,,,   68,10112,   53,10091,   40,  156,  111,
,  116,  148,    0,   66,,2014-07-28,  290,   59,  290,,,28.9,,,20.0,,,,,,,,,,,,,,,,,,   94,10014,   65,10000,   41,  200,  172,
,   76,   94,    0,    0,,2014-07-27,  160,   43,  160,,,31.1,,,22.2,,,,,,,,,,,,    1,,,,,,   84,10068,   69,10064,   46,  222,  200,
,   76,   94,    0,    0,,2014-07-26,  160,   42,  180,,,27.8,,,21.7,,,,,,,,,,,,,,,,,,   79,10142,   61,10132,   44,  194,  161,
,   67,   76,    0,    0,,2014-07-25,  200,   36,  210,,,28.3,,,19.4,,,,,,,,,,,,,,,,,,   64,10152,   51,10135,   35,  172,  128,
,   76,   94,    0,    0,,2014-07-24,   20,   43,  360,,,27.2,,,22.2,,,,,,,,,,,,,,,,,,   82,10105,   60,10091,   39,  189,  156,
,  107,  134,    0,   30,,2014-07-23,  250,   47,  270,,,31.7,,,23.3,,,,,,,,,,,,    1,,,,,,   77,10119,   66,10119,   57,  222,  200,
,   81,  107,    0,    0,,2014-07-22,  210,   41,  170,,,30.6,,,22.2,,,,,,,,,,,,,,,,,,   66,10196,   59,10190,   51,  206,  178,
,   67,   81,    0,    0,,2014-07-21,  160,   29,  190,,,28.9,,,19.4,,,,,,,,,,,,,,,,,,   81,10213,   64,10200,   43,  189,  161,
,   76,  103,    0,    0,,2014-07-20,   50,   43,   50,,,24.4,,,19.4,,,,,,,,,,,,,,,,,,   79,10203,   67,10196,   48,  178,  156,
,   54,   72,    0,    0,,2014-07-19,   90,   32,   50,,,25.0,,,20.0,,,,,,,,,,,,,,,,,,   78,10230,   66,10217,   45,  178,  150,
,   58,   89,    0,    0,,2014-07-18,   60,   28,   90,,,27.8,,,20.0,,,,,,,,,,,,,,,,,,   73,10224,   46,10207,   33,  167,  111,
,   67,   81,    0,    0,,2014-07-17,  260,   30,  180,,,28.3,,,20.0,,,,,,,,,,,,,,,,,,   68,10152,   51,10132,   39,  172,  128,
,   72,  103,    0,    0,,2014-07-16,  350,   30,  350,,,28.3,,,20.0,,,,,,,,,,,,,,,,,,   94,10091,   62,10078,   41,  189,  156,
,   81,  161,    0,  236,,2014-07-15,  190,   36,  200,,,31.1,,,21.7,,,,,,,,,,,,,,,,,,   91,10081,   85,10071,   61,  222,  217,
,   76,   89,    0,  188,,2014-07-14,  170,   31,  180,,,29.4,,,22.2,,,,,,,,,,,,,,,,,,   94,10115,   80,10108,   63,  222,  211,
,  112,  134,    0,   61,,2014-07-13,  300,   52,  290,,,27.8,,,21.7,,,,,,,,,,,,,,,,,,   87,10159,   76,10152,   65,  217,  200,
,   94,  125,    0,    0,,2014-07-12,  170,   42,  180,,,30.0,,,21.7,,,,,,,,,,,,,,,,,,   81,10220,   60,10213,   37,  194,  161,
,   58,  103,    0,    0,,2014-07-11,  160,   34,   60,,,29.4,,,21.1,,,,,,,,,,,,,,,,,,   79,10220,   56,10203,   35,  189,  150,
,   63,   98,    0,    0,,2014-07-10,   50,   30,   50,,,27.8,,,21.1,,,,,,,,,,,,,,,,,,   79,10183,   61,10169,   47,  189,  161,
,   94,  112,    0,    0,    1,2014-07-09,  160,   40,  160,,,31.1,,,22.8,,,,,,,,,,,,,,,,,,   76,10112,   59,10095,   36,  206,  178,
,  134,  215,    0,   46,,2014-07-08,  220,   51,  240,,,33.9,,,22.2,,,,,,,,,,,,    1,,,,,,   84,10078,   60,10068,   37,  222,  194,
,  107,  139,    0,    0,,2014-07-07,  320,   65,  320,,,33.3,,,22.8,,,,,,,,,,,,,,,,,,   69,10095,   50,10088,   34,  206,  167,
,   98,  130,    0,    0,,2014-07-06,  210,   49,  210,,,30.6,,,20.6,,,,,,,,,,,,,,,,,,   60,10159,   42,10152,   29,  172,  117,
,  112,  148,    0,    0,,2014-07-05,  310,   62,  310,,,28.3,,,18.3,,,,,,,,,,,,,,,,,,   59,10190,   43,10173,   30,  156,   94,
,  107,  148,    0,   41,,2014-07-04,  310,   58,  320,,    1,23.3,,,18.3,,,,,,,,,,,,,,,,,,   91,10142,   74,10125,   57,  183,  161,
,  157,  197,    0,  185,,2014-07-03,  330,   31,  330,,,31.7,,,21.1,,,,,,,,,,,,,,,,,,   91,10139,   77,10119,   59,  228,  211,
,  125,  165,    0,  160,,2014-07-02,  180,   47,  180,,,32.8,,,22.2,,,,,,,,,,,,,,,,,,   94,10119,   72,10108,   52,  228,  211,
,  103,  130,    0,    0,,2014-07-01,  180,   54,  180,,,31.1,,,22.8,,,,,,,,,,,,,,,,,,   81,10119,   64,10108,   55,  217,  194,
,   94,  116,    0,    0,,2014-06-30,  180,   49,  170,,,28.9,,,20.6,,,,,,,,,,,,,,,,,,   84,10169,   64,10163,   44,  200,  172,
,   81,  107,    0,    0,,2014-06-29,  170,   39,  150,,,27.8,,,21.1,,,,,,,,,,,,,,,,,,   61,10224,   51,10213,   42,  178,  133,
,   72,   94,    0,    0,,2014-06-28,  180,   27,  190,,,30.6,,,20.6,,,,,,,,,,,,,,,,,,   68,10240,   49,10227,   23,  172,  128,
,   72,   98,    0,    0,,2014-06-27,  190,   36,   50,,,27.8,,,20.0,,,,,,,,,,,,,,,,,,   84,10196,   61,10176,   39,  178,  150,
,   81,  103,    0,   18,,2014-06-26,   50,   35,   50,,    1,30.0,,,20.6,,,,,,,,,,,,,,,,,,   91,10112,   68,10091,   51,  211,  189,
,  107,  148,    0,    0,,2014-06-25,  170,   50,  190,,,28.9,,,21.7,,,,,,,,,,,,,,,,,,   87,10132,   77,10129,   63,  217,  200,
,  107,  139,    0,    0,,2014-06-24,  180,   55,  190,,,27.2,,,20.6,,,,,,,,,,,,,,,,,,   78,10190,   62,10183,   47,  183,  156,
,   89,  107,    0,    0,,2014-06-23,  160,   38,  160,,,27.8,,,19.4,,,,,,,,,,,,,,,,,,   76,10193,   57,10179,   42,  178,  139,
,   67,   94,    0,    0,,2014-06-22,  150,   35,   60,,,25.0,,,17.8,,,,,,,,,,,,,,,,,,   87,10149,   60,10135,   40,  161,  128,
,   81,   94,    0,    0,    1,2014-06-21,   60,   40,   60,,,24.4,,,16.7,,,,,,,,,,,,,,,,,,   71,10135,   51,10122,   40,  144,   94,
,   81,   98,    0,    0,,2014-06-20,  330,   43,  330,,,26.7,,,18.9,,,,,,,,,,,,,,,,,,   51,10142,   37,10132,   26,  144,   72,
,   67,   94,    0,    0,,2014-06-19,   10,   29,  350,,,26.1,,,20.0,,,,,,,,,,,,,,,,,,   78,10149,   68,10135,   56,  189,  167,
,  112,  143,    0,    0,,2014-06-18,  330,   53,  290,,,31.1,,,23.9,,,,,,,,,,,,,,,,,,   64,10119,   48,10108,   36,  206,  161,
,   89,  103,    0,    0,,2014-06-17,  160,   35,  160,,,31.1,,,21.1,,,,,,,,,,,,,,,,,,   73,10152,   58,10146,   46,  206,  178,
,   76,   94,    0,    0,,2014-06-16,  170,   33,  170,,,27.2,,,17.8,,,,,,,,,,,,,,,,,,   81,10193,   58,10179,   37,  167,  128,
,   89,  112,    0,    0,,2014-06-15,  340,   41,  330,,,26.1,,,16.1,,,,,,,,,,,,,,,,,,   67,10179,   52,10163,   39,  150,  106,
,  134,  161,    0,    0,,2014-06-14,  320,   63,  320,,    1,23.3,,,16.7,,,,,,,,,,,,,,,,,,   90,,   61,,   41,  156,  122,
,  112,  161,    0,  394,,2014-06-13,  210,   40,  210,,,24.4,,,16.7,,,,,,,,,,,,,,,,,,   97,10095,   89,10088,   74,  178,  172,
,   72,   94,    0,    5,,2014-06-12,  120,   45,  120,,    1,24.4,,,15.0,,,,,,,,,,,,,,,,,,   93,10163,   87,10156,   72,  167,  156,
,   94,  125,    0,   13,,2014-06-11,   60,   52,   50,,    1,20.0,,,16.1,,,,,,,,,,,,,,,,,,   90,10183,   76,10169,   68,  156,  139,
,   58,   89,    0,    0,,2014-06-10,   50,   31,   60,,,23.9,,,17.2,,,,,,,,,,,,,,,,,,   96,10139,   85,10129,   71,  183,  172,
,   67,   94,    0,  315,,2014-06-09,   40,   36,   50,,    1,22.8,,,16.7,,,,,,,,,,,,,,,,,,   90,10139,   84,10125,   46,  167,  156,
,   89,  112,    0,    0,,2014-06-08,  180,   30,  180,,,29.4,,,20.0,,,,,,,,,,,,,,,,,,   63,10129,   44,10119,   27,  167,  111,
,   58,   67,    0,    0,,2014-06-07,  220,   30,  230,,,27.8,,,17.2,,,,,,,,,,,,,,,,,,   65,10146,   47,10132,   29,  156,  106,
,   89,  107,    0,    0,,2014-06-06,  320,   53,  310,,,24.4,,,16.1,,,,,,,,,,,,,,,,,,   60,10112,   49,10098,   36,  139,   89,
,   98,  116,    0,  178,,2014-06-05,  320,   51,  320,,    1,24.4,,,16.7,,,,,,,,,,,,,,,,,,   93,10054,   68,10041,   40,  161,  133,
,   89,  112,    0,    0,,2014-06-04,   20,   37,   20,,,27.2,,,16.7,,,,,,,,,,,,,,,,,,   87,10088,   72,10081,   49,  172,  150,
,   89,  112,    0,   15,,2014-06-03,  180,   36,  170,,,29.4,,,17.8,,,,,,,,,,,,    1,,,,,,   84,10125,   60,10119,   41,  183,  144,
,   81,  107,    0,    0,,2014-06-02,  160,   47,  160,,,26.1,,,16.1,,,,,,,,,,,,,,,,,,   52,10203,   42,10200,   33,  144,   83,
,   76,  103,    0,    0,,2014-06-01,  190,   35,  170,,,25.0,,,13.9,,,,,,,,,,,,,,,,,,   64,10261,   37,10251,   19,  111,   28,
,  107,  134,    0,    3,,2014-05-31,  340,   51,  340,,,21.1,,,14.4,,,,,,,,,,,,,,,,,,   67,10217,   55,10196,   44,  122,   78,
,   89,  210,    0,    8,,2014-05-30,   40,   26,   50,,,24.4,,,13.3,,,,,,,,,,,,,,,,,,   70,10179,   52,10169,   38,  128,   78,
,   81,   98,    0,    0,,2014-05-29,   70,   40,   70,,,17.2,,,10.6,,,,,,,,,,,,,,,,,,   72,10224,   59,10213,   50,   94,   56,
,   98,  116,    0,    0,,2014-05-28,   60,   60,   70,,,15.6,,,11.7,,,,,,,,,,,,,,,,,,   87,10156,   76,10132,   67,  117,   94,
,   98,  139,    0,    0,,2014-05-27,   50,   41,  260,,,30.0,,,14.4,,,,,,,,,,,,,,,,,,   87,10102,   46,10091,   34,  178,  122,
,   94,  116,    0,    0,,2014-05-26,  230,   47,  250,,,30.6,,,18.9,,,,,,,,,,,,,,,,,,   49,10146,   33,10139,   22,  156,   78,
,   76,   89,    0,    0,,2014-05-25,  170,   26,  170,,,27.2,,,13.3,,,,,,,,,,,,,,,,,,   90,10176,   55,10166,   22,  144,   94,
,   67,   94,    0,   10,,2014-05-24,  360,   31,  360,,,20.0,,,13.9,,,,,,,,,,,,,,,,,,   90,10163,   76,10146,   56,  139,  117,
,   89,  107,    0,  272,,2014-05-23,  290,   37,  290,,,20.0,,,13.9,,,,,,,,,,,,,,,,,,   93,10119,   83,10102,   63,  139,  128,
,   63,   76,    0,   71,,2014-05-22,   90,   29,  100,,,18.3,,,14.4,,,,,,,,,,,,,,,,,,   90,10105,   83,10095,   68,  144,  133,
,   76,   98,    0,    0,,2014-05-21,  290,   30,  300,,,23.9,,,17.2,,,,,,,,,,,,,,,,,,   66,10139,   46,10129,   33,  139,   78,
,   89,  107,    0,    0,,2014-05-20,  310,   47,  310,,,25.0,,,13.9,,,,,,,,,,,,,,,,,,   55,10173,   34,10163,   18,  111,   28,
,  112,  157,    0,    0,,2014-05-19,  300,   49,  300,,,21.1,,,11.7,,,,,,,,,,,,,,,,,,   50,10203,   36,10190,   24,   89,   11,
,   89,  107,    0,    0,,2014-05-18,  330,   44,  310,,,18.3,,,11.7,,,,,,,,,,,,,,,,,,   57,10207,   41,10193,   32,   89,   17,
,   81,  103,    0,    0,,2014-05-17,  280,   46,  250,,,21.1,,,12.2,,,,,,,,,,,,,,,,,,   78,10159,   47,10135,   28,  111,   50,
,  139,  210,    0,  409,,2014-05-16,  160,   82,  160,,    1,21.7,,,15.6,,,,,,,,,,,,,,,,,,   93,10129,   87,10125,   79,  178,  167,
,   98,  116,    0,   36,,2014-05-15,  160,   48,  150,,,23.9,,,12.2,,,,,,,,,,,,,,,,,,   93,10213,   87,10207,   69,  161,  150,
,   63,   89,    0,    0,,2014-05-14,   50,   36,   70,,,20.0,,,10.6,,,,,,,,,,,,,,,,,,   90,10251,   75,10240,   61,  111,   89,
,   94,  116,    0,    0,,2014-05-13,   40,   47,   50,,,21.7,,,11.1,,,,,,,,,,,,,,,,,,   81,10220,   56,10200,   39,  117,   72,
,   72,   94,    0,    0,,2014-05-12,  160,   21,  170,,,27.8,,,17.8,,,,,,,,,,,,,,,,,,   63,10179,   48,10169,   34,  161,  111,
,   81,   98,    0,    5,,2014-05-11,  310,   38,  300,,,27.2,,,16.7,,,,,,,,,,,,,,,,,,   78,10159,   36,10142,   18,  128,   50,
,  107,  148,    0,  231,,2014-05-10,  260,   44,  200,,,27.8,,,12.8,,,,,,,,,,,,,,,,,,   97,10119,   73,10108,   49,  161,  144,
,   58,  125,    0,    5,,2014-05-09,   40,   30,   60,,,18.3,,,11.1,,,,,,,,,,,,,,,,,,   96,10196,   89,10193,   84,  133,  122,
,   63,   94,    0,   99,,2014-05-08,   50,   30,   60,,,14.4,,,11.7,,,,,,,,,,,,,,,,,,   93,10210,   87,10200,   50,  111,  100,
,   81,  107,    0,    0,,2014-05-07,  190,   34,  180,,,20.0,,,10.6,,,,,,,,,,,,,,,,,,   48,10220,   35,10203,   21,   78,  -11,
,  103,  125,    0,    0,,2014-05-06,  320,   43,  310,,,20.0,,,11.7,,,,,,,,,,,,,,,,,,   52,10139,   33,10119,   21,   78,  -17,
,  139,  179,    0,    0,,2014-05-05,  310,   68,  320,,,19.4,,,10.0,,,,,,,,,,,,,,,,,,   61,10108,   37,10091,   22,   78,   -6,
,  157,  201,    0,    0,,2014-05-04,  320,   79,  320,,,17.8,,,12.2,,,,,,,,,,,,,,,,,,   62,10068,   41,10054,   25,   83,   11,
,   98,  116,    0,    8,,2014-05-03,  170,   34,  170,,,20.6,,,12.2,,,,,,,,,,,,,,,,,,   72,10095,   46,10085,   32,  100,   39,
,   98,  130,    0,    0,,2014-05-02,  270,   41,  270,,,20.0,,,12.8,,,,,,,,,,,,,,,,,,   72,10081,   41,10064,   26,  100,   28,
,   94,  107,    0,   38,,2014-05-01,  330,   34,  310,,,25.0,,,9.4,,,,,,,,,,,,,,,,,,   96,10075,   72,10071,   39,  144,  117,
,   98,  116,    0, 1336,,2014-04-30,   90,   64,   60,,    1,9.4,,,5.6,,,,,,,,,,,,,,,,,,   93,10240,   86,10244,   76,   67,   56,
,  134,  165,    0,    8,,2014-04-29,  110,   80,  110,,,10.6,,,6.1,,,,,,,,,,,,,,,,,,   80,10271,   67,10251,   57,   56,   22,
,   76,   98,    0,    0,,2014-04-28,   10,   37,  340,,,17.8,,,7.8,,,,,,,,,,,,,,,,,,   61,10186,   46,10169,   24,   67,    6,
,   98,  116,    0,    0,,2014-04-27,  320,   59,  310,,,13.9,,,8.3,,,,,,,,,,,,,,,,,,   61,10156,   49,10135,   39,   61,    6,
,   81,  107,    0,  193,,2014-04-26,  170,   39,  310,,    1,17.8,,,7.2,,,,,,,,,,,,,,,,,,   90,10081,   71,10064,   37,   83,   56,
,   94,  107,    0,    0,,2014-04-25,  160,   41,  160,,,15.6,,,7.2,,,,,,,,,,,,,,,,,,   71,10139,   37,10135,   23,   50,  -39,
,  134,  170,    0,    0,,2014-04-24,  320,   83,  310,,,15.6,,,6.1,,,,,,,,,,,,,,,,,,   58,10125,   27,10108,   14,   39,  -83,
,  170,  210,    0,    0,,2014-04-23,  320,   95,  310,,,16.7,,,7.2,,,,,,,,,,,,,,,,,,   64,10034,   52,10010,   39,   67,   11,
,   81,   98,    0,    0,,2014-04-22,  170,   38,  160,,,18.9,,,10.0,,,,,,,,,,,,,,,,,,   75,10037,   60,10037,   47,  111,   72,
,   72,   89,    0,    0,,2014-04-21,  170,   33,  170,,,17.2,,,5.0,,,,,,,,,,,,,,,,,,   73,10186,   52,10190,   23,   61,    6,
,   89,  134,    0,    0,,2014-04-20,   50,   41,  170,,,12.8,,,6.7,,,,,,,,,,,,,,,,,,   68,10301,   44,10291,   29,   44,  -28,
,   72,   94,    0,    0,,2014-04-19,   30,   38,   40,,,18.3,,,5.6,,,,,,,,,,,,,,,,,,   71,10247,   40,10234,   19,   61,  -22,
,   76,   89,    0,    0,,2014-04-18,   50,   37,   50,,,8.3,,,1.7,,,,,,,,,,,,,,,,,,   71,10305,   62,10308,   54,   22,  -22,
,   94,  107,    0,    0,,2014-04-17,   60,   54,   50,,,8.3,,,2.2,,,,,,,,,,,,,,,,,,   63,10383,   53,10373,   41,   11,  -44,
,  116,  157,    5,   13,,2014-04-16,  320,   64,  320,,,8.3,,,0.0,,,,,,,,,,,,,,,,,,   78,10271,   42,10234,   30,    0,  -78,
,  134,  192,    3,  221,,2014-04-15,  180,   82,  180,,,16.7,,,1.1,,,,,,,,,,,,,,,,,,   93,10064,   86,10051,   79,  100,   89,
,  134,  165,    0,    0,,2014-04-14,  170,   56,  170,,,22.2,,,12.2,,,,,,,,,,,,,,,,,,   90,10139,   68,10135,   51,  128,  100,
,   94,  125,    0,    0,,2014-04-13,  180,   42,  190,,,23.3,,,10.0,,,,,,,,,,,,,,,,,,   75,10190,   60,10186,   46,  117,   78,
,   98,  112,    0,    0,,2014-04-12,  160,   38,  160,,,22.2,,,9.4,,,,,,,,,,,,,,,,,,   80,10213,   48,10193,   20,   89,   28,
,   98,  112,    0,    0,,2014-04-11,  170,   40,  170,,,23.3,,,10.0,,,,,,,,,,,,,,,,,,   70,10152,   49,10146,   33,  106,   44,
,  112,  148,    0,    0,,2014-04-10,  170,   51,  170,,,14.4,,,5.6,,,,,,,,,,,,,,,,,,   50,10196,   34,10186,   22,   44,  -50,
,  130,  161,    0,    0,,2014-04-09,  320,   64,  340,,,15.0,,,6.7,,,,,,,,,,,,,,,,,,   63,10081,   39,10058,   25,   50,  -33,
,  125,  165,    0,   86,,2014-04-08,  260,   56,  260,,,18.3,,,6.1,,,,,,,,,,,,,,,,,,   97, 9990,   64, 9980,   36,   83,   44,
,   98,  112,    0,  168,,2014-04-07,   50,   46,   50,,,11.7,,,5.0,,,,,,,,,,,,,,,,,,   93,10173,   68,10179,   26,   44,   11,
,   94,  116,    0,    0,,2014-04-06,  320,   37,  310,,,15.0,,,2.8,,,,,,,,,,,,,,,,,,   52,10213,   39,10196,   15,   22,  -67,
,  148,  206,    0,    0,,2014-04-05,  290,   71,  290,,,12.2,,,3.9,,,,,,,,,,,,,,,,,,   89,10115,   54,10091,   32,   39,  -17,
,   98,  125,    0,   48,,2014-04-04,   50,   59,   80,,,8.3,,,3.9,,,,,,,,,,,,,,,,,,   89,10149,   76,10146,   60,   39,   17,
,   63,   81,    0,   18,,2014-04-03,  190,   25,   60,,,17.8,,,5.6,,,,,,,,,,,,,,,,,,   83,10183,   47,10169,   21,   56,  -11,
,   54,   72,    0,    0,,2014-04-02,  180,   20,   50,,,11.7,,,5.0,,,,,,,,,,,,,,,,,,   82,10186,   72,10173,   61,   56,   33,
