FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT13,TMIN,WT16,WT14,WT18,WT22,WT04,WT06,WT09,WT15,WT17,WT02,WT19,WT03,WT05,WT11,TSUN,WT21,WV20,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
,   94,  130,    0,    0,,2022-10-19,  220,   50,  230,,,12.8,,,6.7,,,,,,,,,,,,,,,,,,   58,10102,   44,10085,   34,   50,  -17,
,   89,  116,    0,    0,,2022-10-18,  300,   49,  300,,,14.4,,,9.4,,,,,,,,,,,,,,,,,,   62,10044,   41,10030,   32,   61,  -11,
,   76,   98,    0,   33,,2022-10-17,  310,   34,  160,,    1,20.0,,,13.9,,,,,,,,,,,,,,,,,,   86,10051,   71,10047,   49,  133,  106,
,   54,   63,    0,    0,,2022-10-16,  360,   19,  220,,,19.4,,,12.2,,,,,,,,,,,,,,,,,,   77,10132,   53,10125,   33,  111,   61,
,   98,  125,    0,    0,,2022-10-15,  180,   36,  190,,,20.6,,,11.7,,,,,,,,,,,,,,,,,,   77,10159,   56,10146,   29,  117,   72,
,   89,  116,    0,   51,,2022-10-14,  310,   37,  310,,    1,20.6,,,11.7,,,,,,,,,,,,,,,,,,   90,10122,   59,10102,   30,  111,   72,
,  112,  143,    0,  198,,2022-10-13,  300,   55,  170,,    1,21.7,,,12.8,,,,,,,,,,,,    1,,,,,,   90,10108,   80,10108,   61,  167,  150,
,   94,  116,    0,    0,,2022-10-12,  170,   35,  180,,,21.1,,,14.4,,,,,,,,,,,,,,,,,,   80,10217,   54,10213,   33,  128,   78,
,   63,   81,    0,    0,,2022-10-11,  180,   25,  180,,,22.2,,,12.2,,,,,,,,,,,,,,,,,,   69,10254,   53,10240,   32,  117,   67,
,   72,  103,    0,    0,,2022-10-10,  270,   33,  250,,,20.6,,,11.7,,,,,,,,,,,,,,,,,,   57,10220,   40,10207,   27,   94,   22,
,   76,  107,    0,    0,,2022-10-09,  260,   35,  300,,,17.8,,,7.8,,,,,,,,,,,,,,,,,,   61,10203,   45,10193,   33,   78,   11,
,   98,  116,    0,    5,,2022-10-08,  320,   48,  320,,,15.0,,,10.0,,,,,,,,,,,,,,,,,,   64,10203,   50,10193,   38,   78,   22,
,   94,  112,    0,    0,,2022-10-07,  320,   39,  320,,,25.6,,,15.0,,,,,,,,,,,,,,,,,,   72,10146,   53,10129,   32,  139,   94,
,   54,   63,    0,    0,,2022-10-06,  320,   17,   20,,,24.4,,,13.9,,,,,,,,,,,,,,,,,,   75,10142,   53,10129,   31,  133,   83,
,   72,   98,    0,  107,,2022-10-05,  350,   48,  350,,    1,15.0,,,12.2,,,,,,,,,,,,    1,,,,,,   90,10146,   82,10108,   72,  156,  139,
,  103,  134,    0,  450,    1,2022-10-04,   30,   70,   40,,    1,15.0,,,7.8,,,,,,,,,,,,    1,,,,,,   77,10193,   63,10146,   41,  211,  183,
,  130,  161,    0,  114,,2022-10-03,   40,   84,   40,,,12.8,,,9.4,,,,,,,,,,,,,,,,,,   78,10237,   61,10213,   46,  183,  150,
,  161,  210,    0,   18,,2022-10-02,   50,  102,   50,,,16.7,,,11.7,,,,,,,,,,,,,,,,,,   72,10193,   62,10169,   44,  122,   89,
,  134,  161,    0,  168,,2022-10-01,   50,   78,   50,,    1,17.2,,,11.7,,,,,,,,,,,,,,,,,,   87,10169,   72,10156,   32,  133,  106,
,   89,  103,    0,    0,,2022-09-30,   70,   56,   60,,,17.8,,,11.7,,,,,,,,,,,,,,,,,,   67,10247,   60,10234,   54,  106,   67,
,   89,  112,    0,    0,,2022-09-29,   20,   51,   20,,,19.4,,,13.3,,,,,,,,,,,,,,,,,,   62,10271,   52,10254,   43,  111,   61,
,   72,   98,    0,    0,,2022-09-28,  360,   45,   10,,,21.1,,,12.8,,,,,,,,,,,,,,,,,,   67,10193,   54,10173,   42,  122,   78,
,   89,  116,    0,    0,,2022-09-27,  270,   43,  270,,,21.7,,,16.7,,,,,,,,,,,,,,,,,,   52,10112,   44,10091,   38,  122,   61,
,   89,  134,    0,    0,,2022-09-26,  220,   49,  260,,,25.6,,,15.6,,,,,,,,,,,,,,,,,,   80,10058,   51,10037,   30,  144,   94,
,  107,  143,    0,  198,,2022-09-25,  260,   43,  270,,    1,25.0,,,16.1,,,,,,,,,,,,    1,,,,,,   78,10064,   62,10061,   43,  144,  111,
,   89,  112,    0,    0,,2022-09-24,  330,   43,  330,,,21.7,,,10.6,,,,,,,,,,,,,,,,,,   59,10146,   44,10135,   32,  100,   39,
,  130,  161,    0,    0,,2022-09-23,  310,   88,  340,,,17.8,,,11.1,,,,,,,,,,,,,,,,,,   64,10129,   48,10108,   30,   89,   28,
,  130,  170,    0,   43,,2022-09-22,  310,   62,  310,,,25.6,,,14.4,,,,,,,,,,,,    1,,,,,,   81,10041,   65,10034,   42,  161,  133,
,   81,   94,    0,    0,,2022-09-21,  170,   33,  170,,,27.2,,,18.3,,,,,,,,,,,,,,,,,,   71,10122,   60,10119,   41,  172,  139,
,  103,  130,    0,    0,,2022-09-20,  290,   52,  290,,,26.1,,,20.6,,,,,,,,,,,,,,,,,,   76,10119,   59,10102,   45,  178,  144,
,  134,  165,    0,   18,,2022-09-19,  270,   43,  260,,,30.0,,,21.7,,,,,,,,,,,,    1,,,,,,   73,10122,   58,10112,   36,  189,  156,
,   89,  112,    0,    0,,2022-09-18,  240,   50,  230,,,29.4,,,20.0,,,,,,,,,,,,,,,,,,   76,10173,   55,10166,   38,  183,  144,
,   63,  103,    0,    0,,2022-09-17,  210,   42,   50,,,23.3,,,18.3,,,,,,,,,,,,,,,,,,   73,10234,   60,10224,   51,  161,  128,
,   54,   63,    0,    0,,2022-09-16,   50,   26,   60,,,25.0,,,15.0,,,,,,,,,,,,,,,,,,   60,10217,   41,10207,   23,  128,   56,
,  107,  130,    0,    0,,2022-09-15,  330,   48,  340,,,23.3,,,18.3,,,,,,,,,,,,,,,,,,   64,10203,   44,10186,   29,  139,   78,
,   89,  116,    0,    0,,2022-09-14,  310,   52,  310,,,26.7,,,18.3,,,,,,,,,,,,,,,,,,   63,10139,   51,10119,   39,  167,  122,
,   98,  134,    0,  429,,2022-09-13,  260,   43,  250,,    1,28.9,,,20.0,,,,,,,,,,,,    1,,,,,,   91,10071,   66,10058,   39,  200,  172,
,   58,   81,    0,  236,,2022-09-12,  170,   30,   60,,    1,27.8,,,20.6,,,,,,,,,,,,    1,,,,,,   93,10102,   78,10095,   62,  206,  194,
,   45,   76,    0,   69,,2022-09-11,   50,   26,   60,,    1,25.0,,,19.4,,,,,,,,,,,,,,,,,,   93,10190,   73,10190,   56,  189,  172,
,   67,   89,    0,    0,,2022-09-10,  190,   27,  140,,,30.0,,,20.0,,,,,,,,,,,,,,,,,,   73,10227,   51,10213,   21,  178,  128,
,   63,   98,    0,    0,,2022-09-09,   50,   40,   60,,,27.2,,,17.8,,,,,,,,,,,,,,,,,,   76,10183,   58,10163,   27,  167,  128,
,   72,   94,    0,    0,,2022-09-08,   70,   35,   50,,,25.6,,,18.3,,,,,,,,,,,,,,,,,,   73,10129,   60,10119,   47,  172,  139,
,  107,  130,    0,    0,    1,2022-09-07,   60,   60,   60,,,23.3,,,19.4,,,,,,,,,,,,,,,,,,   84,10152,   71,10142,   59,  178,  156,
,  103,  125,    0,  295,    1,2022-09-06,   60,   38,   70,,    1,24.4,,,20.0,,,,,,,,,,,,,,,,,,   88,10156,   82,10146,   76,  200,  189,
,   81,  103,    0,    3,,2022-09-05,  180,   39,  170,,,30.6,,,23.3,,,,,,,,,,,,,,,,,,   85,10179,   70,10169,   46,  217,  194,
,   76,   89,    0,    0,,2022-09-04,  160,   30,  160,,,31.7,,,22.8,,,,,,,,,,,,,,,,,,   77,10193,   63,10186,   41,  211,  183,
,   63,   85,    0,    0,,2022-09-03,  160,   31,   70,,,27.8,,,20.0,,,,,,,,,,,,,,,,,,   78,10237,   61,10230,   46,  183,  150,
,   72,   89,    0,    0,,2022-09-02,   40,   44,   50,,,25.6,,,17.2,,,,,,,,,,,,,,,,,,   68,10237,   54,10217,   42,  156,  111,
,   89,  121,    0,    0,,2022-09-01,  310,   58,  300,,,30.0,,,20.6,,,,,,,,,,,,,,,,,,   52,10135,   37,10115,   24,  161,   89,
,  103,  139,    0,    0,,2022-08-31,  300,   53,  300,,,29.4,,,22.2,,,,,,,,,,,,,,,,,,   79,10088,   48,10075,   29,  183,  133,
,  112,  148,    0,   10,,2022-08-30,  180,   51,  170,,,31.7,,,23.9,,,,,,,,,,,,,,,,,,   84,10112,   69,10108,   46,  228,  206,
,   98,  121,    0,    0,,2022-08-29,  170,   46,  180,,,30.6,,,23.9,,,,,,,,,,,,,,,,,,   82,10186,   69,10179,   55,  222,  200,
,   72,   98,    0,    0,,2022-08-28,   50,   47,   50,,,26.7,,,22.8,,,,,,,,,,,,,,,,,,   85,10207,   72,10193,   64,  206,  189,
,   63,   81,    0,    0,,2022-08-27,  160,   30,   50,,,31.1,,,23.9,,,,,,,,,,,,,,,,,,   79,10152,   57,10135,   37,  206,  172,
,   94,  112,    0,   71,,2022-08-26,  170,   40,  190,,,31.1,,,25.6,,,,,,,,,,,,    1,,,,,,   74,10129,   60,10119,   46,  222,  189,
,   89,  107,    0,    0,,2022-08-25,  170,   33,  170,,,32.8,,,23.9,,,,,,,,,,,,,,,,,,   62,10163,   45,10149,   27,  194,  144,
,   67,   94,    0,    0,,2022-08-24,  310,   40,  260,,,32.2,,,23.3,,,,,,,,,,,,,,,,,,   69,10139,   48,10129,   27,  194,  150,
,   94,  116,    0,    0,,2022-08-23,  300,   39,  290,,    1,31.1,,,22.8,,,,,,,,,,,,,,,,,,   91,10095,   64,10085,   37,  211,  183,
,   76,   94,    0,   61,,2022-08-22,  160,   34,  160,,,27.2,,,22.8,,,,,,,,,,,,    1,,,,,,   87,10125,   78,10108,   61,  217,  200,
,   63,   89,    0,    0,,2022-08-21,  140,   39,  140,,,28.3,,,22.8,,,,,,,,,,,,,,,,,,   87,10190,   68,10179,   54,  211,  189,
,   89,  112,    0,    0,,2022-08-20,  180,   32,  170,,,32.8,,,24.4,,,,,,,,,,,,,,,,,,   67,10203,   52,10193,   36,  206,  167,
,   94,  121,    0,    0,,2022-08-19,  180,   36,  180,,,32.2,,,22.8,,,,,,,,,,,,,,,,,,   64,10173,   46,10163,   29,  189,  139,
,   72,   94,    0,    0,,2022-08-18,  190,   34,  260,,,31.1,,,20.0,,,,,,,,,,,,,,,,,,   76,10125,   50,10115,   25,  178,  133,
,   98,  121,    0,   79,,2022-08-17,   60,   30,   50,,,27.8,,,20.0,,,,,,,,,,,,    1,,,,,,   78,10149,   54,10139,   39,  172,  128,
,   81,  107,    0,    0,,2022-08-16,   60,   38,   60,,,28.9,,,19.4,,,,,,,,,,,,,,,,,,   78,10159,   54,10149,   31,  178,  133,
,   63,   98,    0,    0,,2022-08-15,  130,   29,   60,,,28.3,,,21.7,,,,,,,,,,,,,,,,,,   61,10152,   49,10142,   32,  172,  128,
,   94,  112,    0,    0,,2022-08-14,  170,   39,  170,,,28.3,,,21.1,,,,,,,,,,,,,,,,,,   53,10173,   43,10163,   27,  161,  106,
,   76,  103,    0,    0,,2022-08-13,  360,   40,  350,,,26.7,,,18.9,,,,,,,,,,,,,,,,,,   55,10183,   42,10173,   30,  150,   89,
,   89,  112,    0,    0,,2022-08-12,   20,   50,   10,,,29.4,,,22.2,,,,,,,,,,,,,,,,,,   59,10152,   39,10142,   25,  161,   94,
,   76,   89,    0,   33,,2022-08-11,  170,   33,  260,,    1,32.8,,,23.3,,,,,,,,,,,,,,,,,,   88,10119,   59,10108,   26,  206,  172,
,   67,   85,    0,    0,,2022-08-10,  180,   38,   80,,,30.0,,,23.9,,,,,,,,,,,,,,,,,,   74,10159,   57,10149,   46,  206,  172,
,  130,  170,    0,   13,,2022-08-09,  310,   40,  310,,,36.7,,,26.7,,,,,,,,,,,,    1,,,,,,   77,10125,   59,10112,   37,  244,  217,
,   94,  116,    0,    0,,2022-08-08,  160,   55,  170,,,34.4,,,26.7,,,,,,,,,,,,,,,,,,   76,10146,   59,10135,   44,  244,  211,
,  103,  148,    0,  155,,2022-08-07,  240,   48,  200,,,33.9,,,25.0,,,,,,,,,,,,    1,,,,,,   74,10200,   60,10190,   44,  239,  211,
,   89,  116,    0,    0,,2022-08-06,  220,   42,  220,,,34.4,,,26.1,,,,,,,,,,,,,,,,,,   67,10217,   54,10203,   38,  228,  194,
,   76,   98,    0,    0,,2022-08-05,  260,   36,  250,,,34.4,,,26.7,,,,,,,,,,,,,,,,,,   62,10196,   54,10183,   38,  222,  189,
,  103,  125,    0,    0,,2022-08-04,  190,   42,  190,,,34.4,,,26.1,,,,,,,,,,,,,,,,,,   72,10166,   51,10152,   38,  222,  189,
,   76,   98,    0,    0,,2022-08-03,  180,   39,  160,,,33.3,,,23.3,,,,,,,,,,,,,,,,,,   74,10149,   55,10129,   28,  206,  172,
,   72,   94,    0,    0,,2022-08-02,  250,   36,  270,,,33.9,,,21.7,,,,,,,,,,,,,,,,,,   84,10095,   58,10085,   34,  217,  183,
,   63,  112,    0,  104,    1,2022-08-01,   60,   31,   60,,    1,26.1,,,20.0,,,,,,,,,,,,,,,,,,   90,10139,   79,10132,   64,  200,  183,
,   72,   94,    0,    0,,2022-07-31,  160,   34,  160,,,30.6,,,22.2,,,,,,,,,,,,,,,,,,   67,10203,   51,10196,   35,  194,  150,
,   89,  116,    0,    0,,2022-07-30,  310,   47,  320,,,31.1,,,23.3,,,,,,,,,,,,,,,,,,   69,10166,   45,10146,   30,  189,  139,
,   67,   89,    0,    5,,2022-07-29,  270,   35,  260,,,30.6,,,23.9,,,,,,,,,,,,,,,,,,   74,10119,   56,10108,   36,  211,  178,
,   94,  107,    0,   20,,2022-07-28,  170,   43,  180,,,31.1,,,23.9,,,,,,,,,,,,    1,,,,,,   88,10098,   67,10088,   50,  228,  211,
,   76,   98,    0,    0,,2022-07-27,  190,   36,  170,,,30.0,,,21.1,,,,,,,,,,,,,,,,,,   76,10132,   55,10125,   36,  189,  156,
,   98,  116,    0,    0,,2022-07-26,   50,   34,   50,,,27.8,,,22.2,,,,,,,,,,,,,,,,,,   81,10149,   47,10135,   35,  178,  128,
,  130,  170,    0,  193,,2022-07-25,  310,   47,  300,,,31.7,,,23.3,,,,,,,,,,,,    1,,,,,,   76,10112,   64,10102,   53,  239,  217,
,   94,  112,    0,    0,,2022-07-24,  160,   49,  170,,,36.7,,,27.8,,,,,,,,,,,,,,,,,,   63,10146,   44,10135,   26,  222,  178,
,   89,  103,    0,    0,,2022-07-23,  190,   35,  180,,,36.1,,,26.1,,,,,,,,,,,,,,,,,,   65,10152,   47,10135,   23,  217,  172,
,   94,  139,    0,    0,,2022-07-22,  330,   35,  300,,,35.6,,,26.1,,,,,,,,,,,,,,,,,,   62,10108,   46,10091,   25,  211,  167,
,  125,  183,    0,  145,,2022-07-21,  320,   47,   40,,    1,36.1,,,23.3,,,,,,,,,,,,    1,,,,,,   88,10044,   55,10034,   28,  233,  200,
,   94,  112,    0,    0,,2022-07-20,  160,   37,  160,,,36.1,,,26.7,,,,,,,,,,,,,,,,,,   58,10071,   47,10058,   36,  228,  183,
,   98,  130,    0,    0,,2022-07-19,  260,   56,  250,,,33.9,,,23.9,,,,,,,,,,,,,,,,,,   69,10078,   49,10064,   34,  211,  172,
,  103,  139,    0,   86,    1,2022-07-18,  270,   46,  250,,    1,31.1,,,22.8,,,,,,,,,,,,    1,,,,,,   85,10112,   75,10108,   59,  228,  211,
,   72,   89,    0,    0,,2022-07-17,  180,   32,  180,,,28.9,,,22.8,,,,,,,,,,,,,,,,,,   79,10159,   64,10149,   53,  217,  189,
,  148,  183,    0,  140,,2022-07-16,  300,   35,  310,,,28.9,,,20.6,,,,,,,,,,,,    1,,,,,,   84,10183,   73,10173,   53,  211,  189,
,   67,  103,    0,    0,,2022-07-15,  160,   39,   60,,,30.0,,,22.2,,,,,,,,,,,,,,,,,,   69,10200,   50,10186,   31,  183,  139,
,   72,   89,    0,    0,,2022-07-14,  310,   34,  330,,,32.2,,,22.2,,,,,,,,,,,,,,,,,,   76,10146,   52,10125,   34,  200,  156,
,   76,  103,    0,    0,,2022-07-13,  170,   35,  180,,,33.3,,,23.9,,,,,,,,,,,,,,,,,,   67,10108,   49,10091,   27,  206,  161,
,  103,  116,    0,    0,,2022-07-12,  160,   55,  170,,,32.8,,,21.7,,,,,,,,,,,,,,,,,,   79,10075,   57,10068,   46,  211,  178,
,  107,  134,    0,    0,,2022-07-11,  190,   52,  180,,,28.9,,,20.6,,,,,,,,,,,,,,,,,,   68,10132,   49,10125,   36,  172,  128,
,   76,   98,    0,    0,,2022-07-10,  170,   47,   40,,,27.8,,,20.0,,,,,,,,,,,,,,,,,,   76,10173,   49,10163,   30,  161,  111,
,   67,   81,    0,    0,,2022-07-09,   60,   31,   60,,,28.9,,,22.2,,,,,,,,,,,,,,,,,,   84,10163,   51,10149,   38,  183,  144,
,   67,   94,    0,   74,,2022-07-08,  180,   30,  210,,,30.0,,,20.0,,,,,,,,,,,,,,,,,,   84,10152,   71,10142,   51,  200,  178,
,   72,  103,    0,    0,,2022-07-07,  120,   47,   50,,,27.8,,,21.1,,,,,,,,,,,,,,,,,,   79,10156,   64,10139,   45,  189,  161,
,   94,  121,    0,    0,,2022-07-06,  320,   46,  320,,,30.0,,,22.8,,,,,,,,,,,,,,,,,,   79,10105,   59,10088,   43,  206,  172,
,  107,  139,    0,   20,,2022-07-05,  180,   55,  180,,,31.1,,,22.8,,,,,,,,,,,,,,,,,,   79,10149,   55,10149,   31,  189,  150,
,   67,   89,    0,    0,,2022-07-04,  310,   28,  310,,,30.6,,,20.0,,,,,,,,,,,,,,,,,,   55,10200,   35,10186,   21,  161,   83,
,   81,  103,    0,    0,,2022-07-03,  330,   37,  320,,,31.1,,,23.3,,,,,,,,,,,,,,,,,,   76,10159,   43,10142,   20,  183,  122,
,   94,  107,    0,    0,,2022-07-02,  160,   40,  160,,,32.8,,,25.0,,,,,,,,,,,,,,,,,,   74,10122,   57,10108,   41,  222,  189,
,   98,  139,    0,    0,,2022-07-01,  230,   47,  230,,,35.0,,,23.9,,,,,,,,,,,,    1,,,,,,   72,10159,   53,10152,   38,  217,  183,
,   72,   85,    0,    0,,2022-06-30,  170,   34,  170,,,31.1,,,21.7,,,,,,,,,,,,,,,,,,   63,10210,   47,10200,   28,  183,  133,
,   89,  107,    0,    0,,2022-06-29,  190,   32,  180,,,30.0,,,18.9,,,,,,,,,,,,,,,,,,   81,10220,   51,10210,   28,  178,  128,
,   63,   89,    0,    0,,2022-06-28,  320,   35,   60,,,26.1,,,20.0,,,,,,,,,,,,,,,,,,   63,10203,   46,10186,   35,  156,  100,
,   81,  103,    0,  122,,2022-06-27,  190,   40,  190,,    1,26.1,,,20.6,,,,,,,,,,,,,,,,,,   87,10142,   72,10129,   58,  200,  178,
,  107,  139,    0,    0,,2022-06-26,  160,   40,  190,,,32.8,,,21.7,,,,,,,,,,,,,,,,,,   76,10176,   50,10169,   32,  200,  156,
,   76,   94,    0,    0,,2022-06-25,  160,   32,  150,,,32.2,,,20.6,,,,,,,,,,,,,,,,,,   76,10186,   53,10169,   26,  194,  156,
,   81,  103,    0,    0,,2022-06-24,  170,   25,  160,,,28.3,,,17.8,,,,,,,,,,,,,,,,,,   87,10163,   67,10152,   46,  183,  161,
,   72,  112,    0,    0,,2022-06-23,   50,   38,   60,,,23.9,,,15.6,,,,,,,,,,,,,,,,,,   90,10149,   72,10139,   51,  167,  144,
,   76,  103,    0,   25,    1,2022-06-22,  120,   46,  150,,    1,20.0,,,16.7,,,,,,,,,,,,,,,,,,   84,10166,   79,10156,   73,  161,  150,
,   63,   89,    0,   23,,2022-06-21,   50,   27,   60,,    1,25.0,,,17.8,,,,,,,,,,,,,,,,,,   87,10193,   57,10186,   35,  156,  111,
,   76,   98,    0,    0,,2022-06-20,  310,   40,  310,,,26.1,,,16.1,,,,,,,,,,,,,,,,,,   50,10190,   36,10179,   23,  133,   56,
,  125,  161,    0,    0,,2022-06-19,  340,   72,  340,,,23.3,,,13.3,,,,,,,,,,,,,,,,,,   56,10139,   39,10122,   23,  111,   33,
,  139,  183,    0,    0,,2022-06-18,  320,   84,  310,,,25.0,,,15.0,,,,,,,,,,,,,,,,,,   53,10068,   49,10047,   37,  133,   78,
,  125,  152,    0,    0,,2022-06-17,  270,   56,  260,,,33.3,,,21.1,,,,,,,,,,,,,,,,,,   79,10054,   52,10054,   26,  194,  150,
,   98,  134,    0,   71,,2022-06-16,  170,   55,  180,,,22.8,,,17.2,,,,,,,,,,,,    1,,,,,,   81,10190,   71,10190,   63,  172,  150,
,   94,  107,    0,    0,,2022-06-15,  180,   44,  180,,,27.2,,,19.4,,,,,,,,,,,,,,,,,,   70,10186,   58,10169,   42,  172,  133,
,   58,   76,    0,    0,,2022-06-14,   60,   29,   30,,,28.3,,,19.4,,,,,,,,,,,,,,,,,,   57,10129,   45,10115,   34,  161,  106,
,   67,   94,    0,    0,    1,2022-06-13,  230,   24,  230,,,30.0,,,20.6,,,,,,,,,,,,    1,,,,,,   87,10122,   60,10112,   30,  200,  167,
,   94,  112,    0,   20,,2022-06-12,  170,   42,  160,,,22.8,,,17.8,,,,,,,,,,,,,,,,,,   84,10142,   74,10132,   63,  178,  156,
,   67,   85,    0,   58,,2022-06-11,  210,   35,  200,,,23.9,,,18.3,,,,,,,,,,,,,,,,,,   70,10129,   56,10115,   36,  156,  117,
,   81,  116,    0,    0,,2022-06-10,  280,   44,  280,,,26.7,,,17.8,,,,,,,,,,,,,,,,,,   61,10102,   42,10091,   27,  144,   83,
,  112,  148,    0,  178,,2022-06-09,  270,   65,  260,,    1,29.4,,,18.9,,,,,,,,,,,,    1,,,,,,   90,10041,   58,10030,   36,  183,  144,
,   81,  112,    0,    0,,2022-06-08,  190,   41,  190,,,29.4,,,19.4,,,,,,,,,,,,,,,,,,   87,10108,   60,10102,   25,  189,  156,
,  125,  165,    0,   13,,2022-06-07,  170,   69,  150,,,25.6,,,18.3,,,,,,,,,,,,,,,,,,   84,10163,   61,10152,   38,  167,  133,
,   94,  116,    0,    0,,2022-06-06,  160,   30,  180,,,27.2,,,17.8,,,,,,,,,,,,,,,,,,   56,10169,   34,10152,   22,  139,   61,
,   72,  103,    0,    0,,2022-06-05,  310,   32,  340,,,24.4,,,15.6,,,,,,,,,,,,,,,,,,   48,10152,   34,10135,   24,  117,   39,
,   94,  112,    0,    0,,2022-06-04,  180,   30,  170,,,27.2,,,17.2,,,,,,,,,,,,,,,,,,   79,10112,   52,10098,   28,  156,  111,
,   67,   81,    0,    0,    1,2022-06-03,   50,   38,   40,,    1,23.9,,,16.1,,,,,,,,,,    1,,,,,,,,   93,10078,   73,10064,   47,  172,  150,
,  112,  157,    0,  132,,2022-06-02,  340,   31,  330,,    1,28.3,,,16.7,,,,,,,,,,,,    1,,,,,,   93,10071,   80,10061,   56,  183,  172,
,  103,  116,    0,  213,,2022-06-01,   50,   51,   50,,    1,19.4,,,15.0,,,,,,,,,,,,    1,,,,,,   90,10135,   78,10132,   65,  144,  128,
,  103,  125,    0,    0,,2022-05-31,   50,   51,  330,,,33.9,,,17.2,,,,,,,,,,,,,,,,,,   62,,   43,,   30,,,
,   89,  103,    0,    0,,2022-05-30,  170,   36,  170,,,30.0,,,18.3,,,,,,,,,,,,,,,,,,   75,10179,   57,10169,   39,  189,  150,
,   81,   98,    0,    0,,2022-05-29,  180,   26,  190,,,26.1,,,16.7,,,,,,,,,,,,,,,,,,   75,10173,   57,10152,   37,  156,  117,
,  143,  183,    0,   69,,2022-05-28,  280,   35,  290,,    1,25.0,,,17.2,,,,,,,,,,,,    1,,,,,,   90,10075,   74,10058,   57,  178,  161,
,  103,  125,    0,   41,    1,2022-05-27,  170,   44,  170,,    1,26.1,,,17.8,,,,,,,,,,    1,,    1,,,,,,   96,10122,   82,10122,   64,  183,  172,
,   81,  103,    0,    0,,2022-05-26,  180,   45,  150,,,21.1,,,12.8,,,,,,,,,,,,,,,,,,   87,10237,   67,10234,   53,  139,  111,
,   67,   94,    0,    0,,2022-05-25,  160,   36,  190,,,21.1,,,12.8,,,,,,,,,,,,,,,,,,   74,10281,   55,10268,   42,  111,   67,
,   89,  112,    0,    0,,2022-05-24,   50,   51,   50,,,18.3,,,14.4,,,,,,,,,,,,,,,,,,   72,10257,   58,10240,   48,  122,   83,
,   98,  121,    0,    0,,2022-05-23,  360,   50,  360,,,22.8,,,16.7,,,,,,,,,,,,,,,,,,   68,10213,   45,10193,   27,  133,   72,
,   89,  103,    0,    0,,2022-05-22,  170,   38,  330,,,33.3,,,21.7,,,,,,,,,,,,    1,,,,,,   74,10152,   57,10135,   33,  206,  172,
,   67,   81,    0,    0,    1,2022-05-21,  170,   26,  170,,,32.8,,,14.4,,,,,,,,,,    1,,,,,,,,  100,10152,   67,10146,   42,  194,  172,
,   76,   98,    0,  112,    1,2022-05-20,   60,   37,   60,,    1,20.0,,,12.2,,,,,,,,,,    1,,    1,,,,,,   93,10135,   86,10122,   73,  144,  133,
,   63,   76,    0,  183,    1,2022-05-19,  130,   30,  140,,    1,20.0,,,12.8,,,,,,,,,,,,,,,,,,   90,10081,   80,10071,   58,  128,  111,
,   94,  112,    0,    0,,2022-05-18,  300,   49,  300,,,22.8,,,13.9,,,,,,,,,,,,,,,,,,   58,10132,   44,10119,   22,  111,   44,
,  148,  192,    0,    0,,2022-05-17,  300,   70,  290,,,25.6,,,15.0,,,,,,,,,,,,,,,,,,   64,10078,   41,10058,   23,  122,   56,
,  143,  179,    0,  119,,2022-05-16,  290,   46,  300,,,23.9,,,16.7,,,,,,,,,,,,    1,,,,,,   81,10044,   73,10041,   60,  172,  156,
,   81,   98,    0,    5,,2022-05-15,  190,   31,  180,,    1,25.6,,,15.0,,,,,,,,,,,,,,,,,,   93,10112,   78,10102,   54,  167,  150,
,   81,   98,    0,   71,    1,2022-05-14,  160,   29,  150,,    1,23.3,,,14.4,,,,,,,,,,    1,,,,,,,,   97,10176,   87,10169,   67,  167,  156,
,   94,  103,    0,    0,    1,2022-05-13,   50,   39,   40,,    1,18.9,,,13.3,,,,,,,,,,    1,,,,,,,,   97,10240,   88,10230,   78,  144,  139,
,   76,  107,    0,    0,,2022-05-12,   60,   42,   60,,    1,22.2,,,13.9,,,,,,,,,,,,,,,,,,   90,10254,   74,10240,   65,  144,  128,
,   94,  112,    0,    0,,2022-05-11,   50,   41,   40,,,24.4,,,11.7,,,,,,,,,,,,,,,,,,   69,10247,   42,10234,   27,  100,   28,
,  116,  148,    0,    0,,2022-05-10,   40,   64,   40,,,21.7,,,11.7,,,,,,,,,,,,,,,,,,   59,10268,   33,10251,   18,   78,  -17,
,  107,  125,    0,    0,,2022-05-09,   50,   70,   50,,,20.6,,,8.3,,,,,,,,,,,,,,,,,,   37,10234,   27,10224,   17,   61,  -50,
,  134,  161,    0,    5,,2022-05-08,   60,   80,   60,,,15.0,,,7.8,,,,,,,,,,,,,,,,,,   61,10190,   43,10173,   26,   61,  -11,
,  148,  179,    0,  269,,2022-05-07,   50,   89,   50,,    1,11.1,,,7.8,,,,,,,,,,,,,,,,,,   89,10112,   76,10095,   52,   78,   56,
,   76,   98,    0,  188,,2022-05-06,  110,   38,  110,,    1,16.7,,,10.0,,,,,,,,,,,,,,,,,,   87,10132,   78,10125,   54,  111,   89,
,   72,   94,    0,    0,,2022-05-05,  340,   41,  360,,,21.7,,,13.3,,,,,,,,,,,,,,,,,,   74,10173,   50,10163,   29,  117,   67,
